brand,model,size,resolution,ref_rate,res_rate,panel_type,asp_ratio,price,curved,g_sync_compat,sync
LG,E2742V-BN,27.0,1920 x 1080,,5.0,TN,16:9,,False,False,
AOC,E943FWSK,18.5,1366 x 768,60.0,5.0,,16:9,,False,False,
LG,E1942TC-BN,18.5,1366 x 768,,5.0,,16:9,,False,False,
DoubleSight,DS-1700-R,17.0,2560 x 1024,75.0,8.0,,5:2,,False,False,
Samsung,S24C300HL,23.6,1920 x 1080,,5.0,TN,16:9,,False,False,
Samsung,S24C450D,24.0,1920 x 1080,,5.0,,16:9,549.99,False,False,
LG,27EA33V,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
LG,27EA83-D,27.0,2560 x 1440,60.0,5.0,IPS,16:9,,False,False,
Eizo,EV2436WFS-BK,24.0,1920 x 1200,60.0,6.0,IPS,16:10,,False,False,
Lenovo,LI2321S,23.0,1920 x 1080,60.0,14.0,IPS,16:9,,False,False,
Asus,VN248H,23.8,1920 x 1080,,5.0,IPS,16:9,,False,False,
AOC,i2369V,23.0,1920 x 1080,60.0,6.0,IPS,16:9,,False,False,
Samsung,MD32C,32.0,1920 x 1080,60.0,8.0,,16:9,,False,False,
HP,ProDisplay Smartbuy P231,23.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
LG,22M45D,21.5,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
BenQ,EW2440L,24.0,1920 x 1080,60.0,4.0,VA,16:9,,False,False,
HP,ENVY 32,32.0,2560 x 1440,60.0,7.0,IPS,16:9,,False,False,
LG,29UM67,29.0,2560 x 1080,60.0,5.0,IPS,21:9,,False,False,Free Sync
Monoprice,12178,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
Samsung,S32E590C,31.5,1920 x 1080,60.0,4.0,VA,16:9,,False,False,
Acer,K242HQKbmjdp,23.6,3840 x 2160,60.0,4.0,IPS,16:9,,False,False,
Acer,K242HQL BBMD,23.6,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
iiyama,B2482HD-B1,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Philips,245C5QHAB,23.8,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
Lenovo,T2054p,19.5,1440 x 900,60.0,7.0,IPS,16:10,,False,False,
iiyama,GB2488HSU-B2,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
Philips,227E6LDSD/27,21.5,1920 x 1080,60.0,1.0,TN,16:9,,False,False,
AOC,E2050SW,19.5,1600 x 900,60.0,5.0,TN,16:9,,False,False,
Philips,288P6LJEB,28.0,3840 x 2160,60.0,5.0,TN,16:9,,False,False,
VIOTEK,GN32LD,31.5,2560 x 1440,144.0,3.0,VA,16:9,,True,False,Free Sync
AOC,I2470SWQ,23.8,1920 x 1080,60.0,3.0,IPS,16:9,,False,False,
LG,27UD69P-W,27.0,3840 x 2160,60.0,5.0,IPS,16:9,,False,False,Free Sync
iiyama,Prolite B2780HSU-B1,27.0,1920 x 1080,60.0,1.0,TN,16:9,,False,False,
AOC,E2770She,27.0,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
Mbest,MB279QR144,27.0,2560 x 1440,144.0,3.0,VA,16:9,,False,False,Free Sync
Acer,DM431K bmiiipx,43.0,3840 x 2160,60.0,5.0,IPS,16:9,,False,False,
Dell,E1910H,18.5,1360 x 768,60.0,5.0,TN,16:9,,False,False,
Lenovo,T24i 10,23.8,1920 x 1080,60.0,6.0,IPS,16:9,,False,False,
Sceptre,E205W-16003S,19.5,1600 x 900,75.0,3.5,TN,16:9,,False,False,
ViewEra,V151BN2,15.0,1024 x 768,60.0,8.0,TN,4:3,249.98,False,False,
AXM,2778,27.0,1920 x 1080,240.0,1.0,TN,16:9,,False,False,Free Sync
Acer,ER320HQ,31.5,1920 x 1080,60.0,4.0,IPS,16:9,,False,False,
ViewSonic,VG2248,21.5,1920 x 1080,60.0,7.0,IPS,16:9,149.0,False,False,
AOC,Q2577PWQ,25.0,2560 x 1440,60.0,5.0,IPS,16:9,720.0,False,False,
Dell,P3418HW,34.0,2560 x 1080,60.0,5.0,IPS,21:9,549.99,True,False,
LG,24MB35DM-B,23.8,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
NEC,P212,21.3,1600 x 1200,60.0,8.0,IPS,4:3,835.99,False,False,
LG,24MP77HM-P,23.8,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
AOC,I2281FWH,21.5,1920 x 1080,60.0,4.0,IPS,16:9,,False,False,
Philips,241B7QPJKEB,23.8,1920 x 1080,60.0,5.0,IPS,16:9,197.98,False,False,
ViewSonic,VG2448-PF,23.8,1920 x 1080,60.0,5.0,IPS,16:9,269.0,False,False,
Asus,VK278Q,27.0,1920 x 1080,,2.0,,16:9,,False,False,
Acer,T272HLbmjjz,27.0,1920 x 1080,60.0,5.0,,16:9,409.99,False,False,
LG,22MB35PU-B,22.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Acer,B276HL,27.0,1920 x 1080,60.0,5.0,VA,16:9,250.73,False,False,
Acer,DM431K bmiiipx,43.0,3840 x 2160,60.0,5.0,IPS,16:9,,False,False,
NEC,EA221WM-BK,22.0,1680 x 1050,,5.0,,16:10,2279.44,False,False,
Dell,S2330MX,23.0,1920 x 1080,60.0,2.0,,16:9,1029.75,False,False,
Planar,PLL2410W,24.0,1920 x 1080,60.0,5.0,,16:9,,False,False,
Asus,VS24AH-P,24.0,1920 x 1200,,5.0,IPS,16:10,,False,False,
Acer,V226WLbmd,22.0,1680 x 1050,60.0,5.0,TN,16:10,129.47,False,False,
Asus,PA279Q,27.0,2560 x 1440,,6.0,IPS,16:9,,False,False,
Hannspree,HL273HPB,27.0,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
Philips,272P4QPJKEB/27,27.0,2560 x 1440,60.0,12.0,PLS,16:9,947.99,False,False,
HP,E231i,23.0,1920 x 1080,60.0,8.0,IPS,16:9,363.98,False,False,
LG,34UB67-B,34.1,2560 x 1080,60.0,5.0,IPS,21:9,,False,False,
LG,34UM64-P,34.0,2560 x 1080,60.0,5.0,IPS,21:9,1008.94,False,False,
LG,24M47H-P,23.6,1920 x 1080,60.0,5.0,TN,16:9,228.88,False,False,
iiyama,G-MASTER RED EAGLE,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
HP,DreamColor Z27x G2,27.0,2560 x 1440,60.0,,IPS,16:9,498.85,False,False,
AOC,931SWL,18.5,1366 x 768,,5.0,,16:9,,False,False,
ViewSonic,VA705b,17.0,1280 x 1024,,5.0,,5:4,,False,False,
ViewSonic,VX2268WM,22.0,1680 x 1050,120.0,,,16:10,,False,False,
Samsung,2333T,23.0,1920 x 1080,,8.0,,16:9,,False,False,
Samsung,T27A950,27.0,1920 x 1080,120.0,5.0,,16:9,,False,False,
Acer,S201HLbd,20.0,1600 x 900,60.0,5.0,,16:9,,False,False,
Acer,P215HBbd,21.5,1920 x 1080,,5.0,TN,16:9,,False,False,
Acer,H274HLBMID,27.0,1920 x 1080,,5.0,TN,16:9,,False,False,
Asus,VE208T,20.0,1600 x 900,,5.0,,16:9,,False,False,
Asus,VH226H,21.5,1920 x 1080,,2.0,,16:9,,False,False,
LG,E2441V-BN,24.0,1920 x 1080,,5.0,TN,16:9,,False,False,
LG,E2360V-PN,23.0,1920 x 1080,,5.0,TN,16:9,,False,False,
NEC,MD213MG,21.3,2048 x 1536,,12.0,,4:3,,False,False,
Hannspree,HW-191APB,19.0,1440 x 900,,5.0,,16:10,,False,False,
HP,LE1901w,19.0,1440 x 900,,5.0,,16:10,,False,False,
HP,ZR30w,30.0,2560 x 1600,,7.0,IPS,16:10,,False,False,
HP,2011x,20.0,1600 x 900,,5.0,TN,16:9,,False,False,
HP,LE1901wm,19.0,1440 x 900,,5.0,,16:10,141.41,False,False,
Gateway,FHD2303Lbid,23.0,1920 x 1080,,5.0,TN,16:9,,False,False,
Acer,V183HLAJb,18.5,1366 x 768,,5.0,TN,16:9,,False,False,
Samsung,E1920X,18.5,1360 x 768,,5.0,,16:9,,False,False,
HP,LA2205wg,22.0,1680 x 1050,,5.0,,16:10,,False,False,
Samsung,S27A850D,27.0,2560 x 1440,,5.0,,16:9,,False,False,
LG,W2246T-PF,21.5,1920 x 1080,,5.0,,16:9,,False,False,
Dell,P2311H (469-0836),23.0,1920 x 1080,,5.0,TN,16:9,,False,False,
Samsung,E2420L,23.6,1920 x 1080,,5.0,,16:9,,False,False,
Dell,P2312H,23.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Dell,E2210,22.0,1680 x 1050,,5.0,TN,16:10,,False,False,
AOC,e1621Sw,16.0,1366 x 768,60.0,8.0,,16:9,,False,False,
BenQ,XL2420TX,24.0,1920 x 1080,120.0,5.0,TN,16:9,,False,False,
Samsung,S24B350HL,23.6,1920 x 1080,,2.0,TN,16:9,,False,False,
Samsung,S19A450BW-1,19.0,1440 x 900,60.0,5.0,,16:10,,False,False,
Samsung,E1720NR,17.0,1280 x 1024,,5.0,,5:4,,False,False,
Samsung,EX2220X,21.5,1920 x 1080,,5.0,,16:9,,False,False,
Hannspree,HL272HPB,27.0,1920 x 1080,,2.0,,16:9,,False,False,
LG,E1942S-BN,18.5,1360 x 768,,5.0,,16:9,,False,False,
LG,IPS225T-BN,21.5,1920 x 1080,,8.0,IPS,16:9,,False,False,
ViewSonic,VX2703MH-LED,27.0,1920 x 1080,,3.0,,16:9,,False,False,
Lenovo,LT2452p,24.0,1920 x 1200,,7.0,IPS,16:10,,False,False,
Acer,P246HL Abd,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
LG,IPS224V-PN,21.5,1920 x 1080,,14.0,IPS,16:9,,False,False,
V7,LED215W2RS-8N,22.0,1920 x 1080,,5.0,,16:9,,False,False,
Sony,SSML24F1,24.0,1920 x 1080,,,,16:9,,False,False,
LG,IPS237L-BN,23.0,1920 x 1080,,5.0,IPS,16:9,412.1,False,False,
ViewSonic,VX2270Smh-LED,22.0,1920 x 1080,,7.0,IPS,16:9,,False,False,
Asus,VS207D-P,19.5,1600 x 900,,5.0,TN,16:9,,False,False,
Acer,V226HQLAbd,21.5,1920 x 1080,60.0,8.0,TN,16:9,264.58,False,False,
AOC,e2050Swd,19.5,1600 x 900,60.0,5.0,TN,16:9,,False,False,
HP,Envy 27,27.0,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,Free Sync
Samsung,S20C300BL,19.5,1600 x 900,,5.0,TN,16:9,,False,False,
Samsung,S23C570H,23.0,1920 x 1080,,5.0,,16:9,,False,False,
LG,23EN43T-B,23.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
LG,24EN43V-B,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Philips,190V4LSB,19.0,1440 x 900,60.0,5.0,,16:10,,False,False,
Acer,HN274HBBmiiid,27.0,1920 x 1080,120.0,2.0,TN,16:9,,False,False,
HP,27xi,27.0,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
HP,23xi,23.0,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
BenQ,GL2250TM,21.5,1920 x 1080,,5.0,TN,16:9,,False,False,
HP,E271i,27.0,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
JVC,DT-E17L4GU,17.0,1920 x 1080,,,,16:9,,False,False,
LG,IPS235P-BN,23.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
LG,W2452T-TF,24.0,1920 x 1200,60.0,2.0,,16:10,,False,False,
Acer,H276HLbmid,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
QNIX,QX2710 Evolution II Matte,27.0,2560 x 1440,60.0,8.0,PLS,16:9,,False,False,
3M,C2234SW,22.0,1680 x 1050,,5.0,,16:10,,False,False,
3M,C2254PW,22.0,1680 x 1050,,8.0,,16:10,,False,False,
Acer,B206HQL ymdh,19.5,1600 x 900,60.0,5.0,TN,16:9,121.99,False,False,
BenQ,RL2240HE,21.5,1920 x 1080,60.0,1.0,TN,16:9,,False,False,
LG,24MP55HQ-P,23.8,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
AOC,I2421VWH,24.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
Eizo,FS2434-BK,23.8,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
LG,34UC97-S,34.0,3440 x 1440,60.0,5.0,IPS,21:9,,True,False,
Samsung,U32D970Q,31.5,3840 x 2160,60.0,8.0,PLS,16:9,,False,False,
Acer,UM.HT2AA.002 (T272HUL bmidpcz),27.0,2560 x 1440,60.0,5.0,VA,16:9,750.0,False,False,
Dell,D2015H,19.5,1920 x 1080,60.0,25.0,VA,16:9,,False,False,
BenQ,BL3201PH,32.0,3840 x 2160,60.0,4.0,IPS,16:9,,False,False,
ViewSonic,VA2265SMH,21.5,1920 x 1080,60.0,7.0,VA,16:9,,False,False,
Acer,H257HU SMIDPX,25.0,2560 x 1440,60.0,4.0,IPS,16:9,,False,False,
LG,27MP77HM-P,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
Philips,247E6BDAD,23.6,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
LG,22MB35PU-I,21.5,1920 x 1080,60.0,5.0,IPS,16:9,189.94,False,False,
Samsung,T24E310ND,23.6,1366 x 768,60.0,8.0,IPS,16:9,,False,False,
Asus,VE228H-R,21.5,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
ViewSonic,VA2452Sm,23.6,1920 x 1080,60.0,7.0,VA,16:9,129.99,False,False,
AOC,I2379VHE,23.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
HP,22xw,21.5,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
Samsung,LS24E45KDSG/GO,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
LG,27MP47HQ,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
Acer,G227HQLAbid,21.5,1920 x 1080,,4.0,IPS,16:9,,False,False,
HP,Z23n,23.0,1920 x 1080,60.0,7.0,IPS,16:9,199.0,False,False,
LG,34UM57-P,34.0,2560 x 1080,60.0,,IPS,21:9,,False,False,
LG,34UM58-P,34.0,2560 x 1080,60.0,5.0,,21:9,,False,False,
AOC,E2429SWHE,23.6,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
BenQ,BL2411PT,24.0,1920 x 1200,60.0,5.0,IPS,16:10,,False,False,
Philips,BDM3490UC/27,34.1,3440 x 1440,60.0,5.0,IPS,21:9,,True,False,
iiyama,GB2788HS-B1,27.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
AOC,E2260SDA,22.0,1680 x 1050,60.0,5.0,TN,16:10,267.83,False,False,
AOC,E2752VQ,27.0,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
iiyama,Prolite GB2773HS-GB1,27.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
iiyama,G-MASTER RED EAGLE,27.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
Lenovo,Y27F,27.0,1920 x 1080,144.0,7.0,VA,16:9,,True,False,Free Sync
Asus,Designo MZ279HL,27.0,1920 x 1080,75.0,5.0,IPS,16:9,,False,False,Free Sync
Acer,B196L Aymdr,19.0,1280 x 1024,60.0,5.0,IPS,5:4,158.05,False,False,
HP,EliteDisplay E240C,23.8,1920 x 1080,,7.0,IPS,16:9,,False,False,
HP,22eb,21.5,1920 x 1080,60.0,6.0,IPS,16:9,,False,False,
NEC,PA243W,24.1,1920 x 1200,60.0,,IPS,16:10,849.0,False,False,
Philips,326E8FJSB,31.5,2560 x 1440,75.0,5.0,VA,16:9,,False,False,Free Sync
Acer,B206HQL Bympr,19.5,1920 x 1080,60.0,5.0,VA,16:9,,False,False,
LG,27BL85U,27.0,3840 x 2160,60.0,5.0,IPS,16:9,,False,False,Free Sync
Philips,271B8QTAA,27.0,1920 x 1080,60.0,5.0,IPS,16:9,290.98,False,False,Free Sync
Acer,CB271H,27.0,1920 x 1080,60.0,4.0,IPS,16:9,,False,False,
VIOTEK,GN35LD,35.0,2560 x 1080,144.0,,VA,21:9,,False,False,Free Sync
Planar,PXL3280W,31.5,2560 x 1440,60.0,8.0,IPS,16:9,273.48,False,False,
Acer,UM.FV6AA.006,24.0,1920 x 1200,60.0,6.0,,16:10,181.21,False,False,
Dell,P2418HZM,23.8,1920 x 1080,60.0,6.0,IPS,16:9,299.99,False,False,
LG,34UM88C,34.0,3440 x 1440,60.0,5.0,IPS,21:9,,False,False,Free Sync
BenQ,BL2381T,22.5,1920 x 1200,76.0,5.0,IPS,16:10,,False,False,
HP,VH22,21.5,1920 x 1080,60.0,5.0,TN,16:9,119.48,False,False,
HP,E27d G4,27.0,2560 x 1440,60.0,,IPS,16:9,479.0,False,False,
Acer,V246HQL Cbid,23.6,1920 x 1080,60.0,5.0,TN,16:9,134.94,False,False,
NEC,PA271Q-BK-SV,27.0,2560 x 1440,60.0,8.0,IPS,16:9,1475.84,False,False,
Acer,B277K bmiipprzx,27.0,3840 x 2160,60.0,4.0,IPS,16:9,504.98,False,False,Free Sync
Hannspree,HE247DPB,23.6,1920 x 1080,,5.0,TN,16:9,,False,False,
ViewSonic,TD2220,22.0,1920 x 1080,,5.0,,16:9,229.99,False,False,
ViewEra,V172SV2,17.0,1280 x 1024,60.0,5.0,TN,5:4,227.98,False,False,
Dell,E1914H,18.5,1366 x 768,,5.0,TN,16:9,183.51,False,False,
Planar,PXL2270MW,21.5,1920 x 1080,60.0,5.0,IPS,16:9,140.13,False,False,
Asus,C424AQ,23.8,1920 x 1080,60.0,5.0,IPS,16:9,149.0,False,False,
HP,ZR2240w,21.5,1920 x 1080,60.0,8.0,IPS,16:9,,False,False,
Asus,VK228H-CSM,21.5,1920 x 1080,,5.0,,16:9,,False,False,
Acer,V226HQLAbmdp,21.5,1920 x 1080,60.0,8.0,TN,16:9,226.31,False,False,
HP,C4D27AA#ABA,27.0,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
Philips,241B4LPYCB,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
NEC,P212-BK,21.0,1600 x 1200,60.0,8.0,IPS,4:3,,False,False,
Samsung,LS24E20KBLV/GO,23.6,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
BenQ,RL2460S,24.0,1920 x 1080,75.0,1.0,TN,16:9,,False,False,
HP,EliteDisplay E202,20.0,1600 x 900,60.0,,IPS,16:9,159.99,False,False,
AOC,919Vwa,19.0,1440 x 900,,5.0,,16:10,,False,False,
AOC,F19s,18.5,1366 x 768,,5.0,,16:9,,False,False,
AOC,e2043Fk,20.0,1600 x 900,,5.0,,16:9,,False,False,
ViewSonic,VA2431WM,23.6,1920 x 1080,,5.0,,16:9,,False,False,
ViewSonic,VX2250wm-LED,21.5,1920 x 1080,,5.0,,16:9,,False,False,
ViewSonic,VA1931WA-LED,19.0,1366 x 768,,5.0,,16:9,,False,False,
ViewSonic,VX2450wm-LED,23.6,1920 x 1080,,5.0,,16:9,,False,False,
Samsung,S22A300B,21.5,1920 x 1080,,5.0,,16:9,,False,False,
Dell,P1911,19.0,1440 x 900,,5.0,,16:10,,False,False,
Dell,E2211H,21.5,1920 x 1080,,5.0,TN,16:9,,False,False,
Acer,V193WEJb,19.0,1440 x 900,,5.0,,16:10,,False,False,
Acer,S232HLAbid,23.0,1920 x 1080,,5.0,TN,16:9,,False,False,
LG,D2342P-PN,23.0,1920 x 1080,75.0,5.0,TN,16:9,,False,False,
LG,M2280D-PU,22.0,1920 x 1080,,5.0,TN,16:9,,False,False,
NEC,PA241W-BK-SV,24.1,1920 x 1200,,16.0,,16:10,,False,False,
Lenovo,L2251P,22.0,1680 x 1050,,5.0,,16:10,,False,False,
Planar,PL1700-BK,17.0,1280 x 1024,,5.0,,5:4,,False,False,
HP,2211x,21.5,1920 x 1080,,5.0,,16:9,,False,False,
ViewSonic,VA2231wm-LED,22.0,1920 x 1080,,5.0,,16:9,162.1,False,False,
Asus,MT276HE,27.0,1920 x 1080,,2.0,,16:9,,False,False,
Dell,E190S,19.0,1280 x 1024,60.0,5.0,TN,5:4,199.99,False,False,
ViewSonic,VA1938WA-LED,19.0,1366 x 768,,5.0,,16:9,,False,False,
Samsung,BX2231,21.5,1920 x 1080,,2.0,,16:9,,False,False,
Samsung,BX2350,23.0,1920 x 1080,,2.0,,16:9,,False,False,
Samsung,LS24A650SS/ZA,24.0,1920 x 1080,60.0,8.0,,16:9,,False,False,
Samsung,S22B150N,21.5,1920 x 1080,,5.0,TN,16:9,,False,False,
Samsung,S23B550V,23.0,1920 x 1080,,2.0,TN,16:9,,False,False,
BenQ,RL2450HT,24.0,1920 x 1080,,5.0,TN,16:9,,False,False,
Dell,P2011H,20.0,1600 x 900,,5.0,TN,16:9,,False,False,
Dell,E170S,17.0,1280 x 1024,,5.0,,5:4,,False,False,
Samsung,S19B420BW,19.0,1400 x 900,60.0,5.0,,16:10,,False,False,
Hannspree,HL249DPB,23.6,1920 x 1080,,5.0,,16:9,,False,False,
AOC,e2351F,23.0,1920 x 1080,60.0,5.0,,16:9,,False,False,
LG,IPS231B-BN,23.0,1920 x 1080,,5.0,IPS,16:9,,False,False,
Samsung,S24A450B,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
HP,LA2206x,21.5,1920 x 1080,60.0,5.0,,16:9,,False,False,
Dell,E1913S,19.0,1280 x 1024,60.0,5.0,,5:4,,False,False,
LG,E2050T-SN,20.0,1600 x 900,,5.0,,16:9,,False,False,
LG,E1910T-BN,18.5,1280 x 1024,,5.0,,5:4,,False,False,
Lenovo,LT2323p,23.0,1920 x 1080,,5.0,,16:9,,False,False,
HP,LA2405x,24.0,1920 x 1200,60.0,5.0,TN,16:10,,False,False,
HP,LE2002xi,20.0,1600 x 900,60.0,5.0,,16:9,,False,False,
LG,M2452D-PU,24.0,1920 x 1080,,5.0,,16:9,,False,False,
AOC,E2343FSK,23.0,1920 x 1080,60.0,5.0,,16:9,,False,False,
Acer,G206HLBbd,20.0,1600 x 900,60.0,5.0,TN,16:9,,False,False,
ViewSonic,VX2370Smh-LED,23.0,1920 x 1080,,7.0,IPS,16:9,,False,False,
Acer,V223WL,22.0,1680 x 1050,60.0,5.0,,16:10,,False,False,
Asus,VG27AH,27.0,1920 x 1080,,5.0,IPS,16:9,,False,False,
NEC,EA244WMi-BK,24.0,1920 x 1200,,6.0,IPS,16:10,354.99,False,False,
LG,IPS277L-BN,27.0,1920 x 1080,,5.0,IPS,16:9,,False,False,
ViewSonic,VA2703-LED,27.0,1920 x 1080,,,TN,16:9,,False,False,
Dell,E2313H,23.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
HP,P201,20.0,1600 x 900,,5.0,TN,16:9,,False,False,
Samsung,S19C200BR,19.0,1280 x 1024,,5.0,TN,5:4,139.99,False,False,
Samsung,S22C450D,21.5,1920 x 1080,,5.0,,16:9,499.99,False,False,
Samsung,S24C750P,24.0,1920 x 1080,,5.0,,16:9,,False,False,
Samsung,S27A850T,27.0,2560 x 1440,,5.0,IPS,16:9,,False,False,
Samsung,S27C350H,27.0,1920 x 1080,,5.0,TN,16:9,,False,False,
LG,22EA63T-P,21.5,1920 x 1080,,5.0,IPS,16:9,,False,False,
LG,23EA53V-P,23.0,1920 x 1080,,5.0,IPS,16:9,,False,False,
LG,32WL30MS-B,32.0,1920 x 1080,60.0,25.0,IPS,16:9,,False,False,
LG,E1910P-BN,19.0,1280 x 1024,60.0,5.0,TN,5:4,,False,False,
LG,E2211PB-BN,22.0,1920 x 1080,,5.0,TN,16:9,,False,False,
Lenovo,LI2221s,21.5,1920 x 1080,60.0,14.0,IPS,16:9,,False,False,
Philips,19S4LSB/27,19.0,1280 x 1024,60.0,5.0,,5:4,,False,False,
Philips,227E4LSB,21.5,1920 x 1080,60.0,5.0,,16:9,371.59,False,False,
Philips,278C4QHSN,27.0,1920 x 1080,60.0,7.0,,16:9,,False,False,
Philips,BDL3210Q/00,31.5,1366 x 768,60.0,8.0,,16:9,,False,False,
Planar,PLL2210W,22.0,1920 x 1080,,5.0,TN,16:9,,False,False,
ViewSonic,VA2446M-LED,24.0,1920 x 1080,,5.0,,16:9,,False,False,
HP,20xi,20.0,1600 x 900,60.0,7.0,IPS,16:9,,False,False,
BenQ,BENQGW2255,21.5,1920 x 1080,60.0,6.0,TN,16:9,,False,False,
Dell,E2213,22.0,1680 x 1050,60.0,5.0,TN,16:10,,False,False,
Samsung,S24B240K,23.6,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Samsung,S24C450DW,24.0,1920 x 1200,60.0,5.0,TN,16:10,,False,False,
AOC,e2752She,27.0,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
Acer,V176Lbd,17.0,1280 x 1024,75.0,5.0,TN,5:4,112.99,False,False,
BenQ,VW2235H,21.5,1920 x 1080,,6.0,,16:9,,False,False,
Hannspree,HL163ABB,15.6,1366 x 768,60.0,,TN,16:9,,False,False,
Asus,PB248Q,24.1,1920 x 1200,60.0,6.0,IPS,16:10,,False,False,
BenQ,BL2710PT,27.0,2560 x 1440,60.0,12.0,VA,16:9,,False,False,
Dell,UP3214Q,31.5,3840 x 2160,60.0,8.0,IPS,16:9,,False,False,
ViewSonic,TD2420,23.6,1920 x 1080,,5.0,,16:9,,False,False,
Eizo,EV2316WFS-BK,23.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
HP,Smartbuy V241,23.6,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
HP,E241i,24.0,1920 x 1200,60.0,8.0,IPS,16:10,,False,False,
LG,19M35D-B,18.5,1366 x 768,60.0,5.0,TN,16:9,,False,False,
LG,27MP65HQ,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
BenQ,BL3200PT,32.0,2560 x 1440,60.0,4.0,VA,16:9,,False,False,
LG,27MP35HQ,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
AOC,I2267FWH,21.5,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
HP,D7R00A4#ABA,27.0,2560 x 1440,60.0,7.0,IPS,16:9,1699.0,False,False,
LG,22M35D,22.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
ViewSonic,VA2445m-LED,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Asus,PA238QR,23.0,1920 x 1080,60.0,6.0,IPS,16:9,,False,False,
LG,34UM65,34.0,2560 x 1080,60.0,14.0,IPS,21:9,,False,False,
Eizo,CX241-BK-CN,24.1,1920 x 1200,60.0,8.0,IPS,16:10,,False,False,
Dell,E2414Hr,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Philips,247E4LHAB,23.6,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
Acer,S277HK wmidpp,27.0,3840 x 2160,60.0,4.0,IPS,16:9,,False,False,
Acer,S240HL bd,23.6,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
LG,24MC37D-B,23.5,1920 x 1080,60.0,5.0,TN,16:9,312.99,False,False,
Samsung,S29E790C,29.0,2560 x 1080,60.0,4.0,VA,21:9,,False,False,
ViewSonic,VG2239SMH,21.5,1920 x 1080,60.0,7.0,VA,16:9,139.99,False,False,
LG,34UC87C,34.0,3440 x 1440,60.0,5.0,IPS,21:9,,True,False,
Asus,VE228TLB,21.5,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
NEC,AS242W-BK,23.6,1920 x 1080,60.0,5.0,TN,16:9,221.99,False,False,
Acer,XB270HU Abprz,27.0,2560 x 1440,144.0,4.0,TN,16:9,,False,False,G sync
Lenovo,60CBMAR6US,21.5,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
