brand,model,core_count,core_clock,boost_clock,tdp,integrated_graphics,smt,price
Intel,Xeon E5-2620 V3,6,2.4,3.2,85,None,Yes,487.95
Intel,Xeon E5-2683 V3,14,2,3,120,None,Yes,
Intel,Xeon E3-1230 V2,4,3.3,,69,None,Yes,349.95
Intel,Core 2 Duo E7500,2,2.93,,65,None,No,113.95
Intel,Core 2 Duo E6850,2,3,,65,None,No,249.95
AMD,Phenom II X4 970 Black,4,3.5,,125,None,No,
Intel,Xeon E5-1680 V3,8,3.2,3.8,140,None,Yes,
Intel,Pentium G850,2,2.9,,65,Intel HD Graphics,No,191.97
Intel,Core i5-2450P,4,3.2,,95,None,No,
Intel,Xeon E-2276G,6,3.8,4.9,80,Intel HD Graphics P630,Yes,
Intel,Xeon E5-2643 V3,6,3.4,3.7,135,None,Yes,1295.00
Intel,Pentium G870,2,3.1,,65,Intel HD Graphics,No,77.00
Intel,Xeon E5-2650 V4,12,2.2,2.9,105,None,Yes,1082.05
AMD,Phenom II X4 840,4,3.2,,95,None,No,
AMD,FX-8370,8,4,4.3,125,None,No,
Intel,Core i7-860,4,2.8,,95,None,Yes,
AMD,Phenom II X4 810,4,2.6,,95,None,No,
AMD,Phenom II X4 980 Black,4,3.7,,125,None,No,
Intel,Xeon E-2244G,4,3.8,4.8,71,Intel HD Graphics P630,Yes,
Intel,Core i5-4570S,4,2.9,,65,Intel HD Graphics 4600,No,
Intel,Pentium G3470,2,3.6,,53,Intel HD Graphics,No,153.10
Intel,Pentium G2130,2,3.2,,55,Intel HD Graphics,No,
AMD,5150,4,1.6,,25,Radeon HD 8400,No,
Intel,Core i7-7800X,6,3.5,4,140,None,Yes,
Intel,Core 2 Duo E8400,2,3,,65,None,No,140.00
Intel,Pentium G640T,2,2.4,,35,Intel HD Graphics,No,83.99
Intel,Pentium E6500,2,2.93,,65,None,No,95.71
AMD,Athlon II X2 255,2,3.1,,65,None,No,130.32
Intel,Core i5-9500,6,3,4.4,65,Intel UHD Graphics 630,No,
Intel,Xeon E5-2609 V2,4,2.5,,80,None,No,
Intel,Xeon E5-2630 V2,6,2.6,3.1,80,None,Yes,
Intel,Pentium G4600T,2,3,,35,Intel HD Graphics 630,Yes,
Intel,Core 2 Extreme QX9650,4,3,,130,None,No,299.00
AMD,Athlon X4 740,4,3.2,,65,None,No,
Intel,Celeron 420,1,1.6,,35,None,No,
Intel,Core i3-350M,2,2.267,,35,Intel HD Graphics,Yes,
AMD,Athlon II X2 245,2,2.9,,65,None,No,
AMD,Phenom II X4 965 Black,4,3.4,,140,None,No,
Intel,Xeon E3-1265L V3,4,2.5,3.7,45,Intel HD Graphics,Yes,
Intel,Xeon E5-2687W V3,10,3.1,3.5,160,None,Yes,2998.95
Intel,Xeon E5-2697 V3,14,2.6,3.6,145,None,Yes,
Intel,Core i3-7100T,2,3.4,,35,Intel HD Graphics 630,Yes,
Intel,Xeon E3-1220 V5,4,3,3.5,80,None,No,239.00
AMD,FX-8100,8,2.8,,95,None,No,
AMD,FX-4100,4,3.6,,95,None,No,
Intel,Pentium E6700,2,3.2,,65,None,No,
Intel,Celeron G3920,2,2.6,,35,Intel HD Graphics 510,No,197.12
Intel,Xeon E-2136,6,3.3,4.5,80,None,Yes,321.82
AMD,Opteron 6320,8,2.8,3.3,115,None,No,269.00
Intel,Pentium G6950,2,2.8,,73,Intel HD Graphics,No,78.98
Intel,Core 2 Duo E7400,2,2.8,,65,None,No,175.27
AMD,A10-6700,4,3.7,,65,Radeon HD 8670D,No,
Intel,Celeron 450,1,2.2,,35,None,No,
Intel,Core i7-930,4,2.8,,130,None,Yes,
AMD,Athlon II X2 250,2,3,,65,None,No,
AMD,Phenom II X6 1035T,6,2.6,,95,None,No,
Intel,Core i3-9300,4,3.7,4.3,62,None,No,
AMD,A8-7600,4,3.1,3.8,65,Radeon R7 (on-die),No,
AMD,Athlon X4 860K,4,3.7,4,95,None,No,
Intel,Pentium G2010,2,2.8,,55,Intel HD Graphics,No,
Intel,Core i3-7100T,2,3.4,,35,Intel HD Graphics 630,Yes,425.65
AMD,FX-4130,4,3.8,,125,None,No,
Intel,Pentium E6300,2,2.8,,65,None,No,119.95
Intel,Core 2 Quad Q9550,4,2.83,,95,None,No,
AMD,Athlon II X4 631,4,2.6,,100,None,No,
AMD,Athlon II X4 651K,4,3,,100,None,No,
Intel,Xeon E3-1240 V6,4,3.7,4.1,72,None,Yes,296.52
Intel,Xeon E-2174G,4,3.8,4.7,71,Intel HD Graphics P630,Yes,348.99
Intel,Pentium G4520,2,3.6,,51,Intel HD Graphics 530,No,292.00
Intel,Pentium G630T,2,2.3,,35,Intel HD Graphics,No,75.00
Intel,Xeon E3-1220 V5,4,3,3.5,80,None,No,660.00
Intel,Core 2 Duo E7200,2,2.53,,65,None,No,
AMD,A4-4000,2,3,,65,Radeon HD 7480D,No,
AMD,A6-6420K,2,4,4.2,65,Radeon HD 8000 Series,No,
Intel,Pentium E2160,2,1.8,,65,None,No,
AMD,A10-7850K,4,3.7,4,95,Radeon R7 (on-die),No,
Intel,Xeon E3-1226 V3,4,3.3,3.7,84,Intel HD Graphics P4600,No,
Intel,Pentium G4600,2,3.6,,51,Intel HD Graphics 630,Yes,229.95
Intel,Xeon E5-4620,8,2.2,2.6,95,None,Yes,1599.99
AMD,A6-3670K,4,2.7,,100,Radeon HD 6530D,No,
Intel,Xeon E5-2695 V4,18,2.1,3.3,120,None,Yes,
AMD,Opteron 6378,16,2.4,3.3,115,None,No,
Intel,Core i5-661,2,3.33,,87,Intel HD Graphics,Yes,
Intel,Core i5-3340S,4,2.8,3.3,65,Intel HD Graphics 2500,No,
AMD,FX-4350,4,4.2,,125,None,No,
AMD,FX-4320,4,4,4.2,95,None,No,
Intel,Core 2 Extreme X6800,2,2.93,,75,None,No,499.95
Intel,Core i7-6900K,8,3.2,3.7,140,None,Yes,
AMD,Phenom II X4 945,4,3,,125,None,No,
AMD,Phenom II X6 1100T Black,6,3.3,,125,None,No,
Intel,Celeron G4900T,2,1.8,,35,Intel UHD Graphics 610,No,
AMD,A6-7400K,2,3.5,3.9,65,Radeon R5 (on die),No,
Intel,Xeon E5-2637 V3,4,3.5,3.7,135,None,Yes,
Intel,Xeon E5-2658 V3,12,2.2,2.9,105,None,Yes,
Intel,Core i3-4350,2,3.6,,54,Intel HD Graphics 4600,Yes,
Intel,Pentium G3450,2,3.4,,53,Intel HD Graphics,No,
Intel,Core i3-4160T,2,3.1,,35,Intel HD Graphics 4400,Yes,
Intel,Core i3-3240,2,3.4,,55,Intel HD Graphics 2500,Yes,
Intel,Core i7-7820X,8,3.6,4.5,140,None,Yes,
Intel,Core i9-7940X,14,3.1,4.4,165,None,Yes,
Intel,Core i9-9820X,10,3.3,4.1,165,None,Yes,
Intel,Core 2 Duo E8600,2,3.33,,65,None,No,
Intel,Core 2 Quad Q8300,4,2.5,,95,None,No,
Intel,Core 2 Quad Q9505,4,2.83,,95,None,No,249.95
Intel,Core 2 Quad Q9550S,4,2.83,,65,None,No,
AMD,E2-3200,2,2.4,,65,Radeon HD 6370D,No,
Intel,Xeon E-2236,6,3.4,4.8,80,None,Yes,
AMD,Phenom II X2 545,2,3,,80,None,No,
Intel,Xeon E5-2685 V3,12,2.6,3.3,120,None,Yes,2399.00
Intel,Xeon E5-2609 V4,8,1.7,,85,None,No,998.95
Intel,Core 2 Quad Q9450,4,2.66,,95,None,No,295.44
AMD,Athlon X2 370K,2,4.2,,65,None,No,
AMD,A4-6300,2,3.7,3.9,65,Radeon HD 8370D,No,
Intel,Core 2 Extreme QX6850,4,3,,130,None,No,
Intel,Core i7-5775C,4,3.3,3.7,65,Iris Pro Graphics 6200,Yes,
Intel,Xeon E5-2683 V4,16,2.1,3,120,None,Yes,
AMD,Athlon II X2 260,2,3.2,,65,None,No,
AMD,Phenom II X2 550,2,3.1,,80,None,No,
Intel,Core i5-9400,6,2.9,4.1,65,Intel UHD Graphics 630,No,
AMD,A10-7800,4,3.5,3.9,65,Radeon R7 (on-die),No,
Intel,Xeon E5-1620 V3,4,3.5,3.6,140,None,Yes,
Intel,Xeon E5-2670 V3,12,2.3,3.1,120,None,Yes,
Intel,Core i3-7320,2,4.1,,51,Intel HD Graphics 630,Yes,
Intel,Xeon E5-1660,6,3.3,3.9,130,None,Yes,
Intel,Core i3-6300T,2,3.3,,35,Intel HD Graphics 530,Yes,
Intel,Core i3-6320,2,3.9,,51,Intel HD Graphics 530,Yes,
Intel,Core i7-6700T,4,2.8,3.6,35,Intel HD Graphics 530,Yes,
Intel,Xeon E3-1235L V5,4,2,3,25,Intel HD Graphics P530,No,
Intel,Core i9-7900X,10,3.3,4.5,140,None,Yes,
AMD,FX-8120,8,3.1,,125,None,No,
Intel,Core 2 Extreme QX6700,4,2.66,,100,None,No,605.64
Intel,Xeon E5-2643 V4,6,3.4,3.7,135,None,Yes,1250.00
AMD,A10-6800K,4,4.1,,100,Radeon HD 8670D,No,
Intel,Core 2 Duo E6700,2,2.66,,65,None,No,204.03
AMD,A6-9550,2,3.8,4,65,Radeon R5 (on die),No,
AMD,A6-9550,2,3.8,4,65,Radeon R5 (on die),No,
AMD,Athlon II X2 215,2,2.7,,65,None,No,
AMD,Phenom II X4 925,4,2.8,,95,None,No,
AMD,Athlon II X3 460,3,3.4,,95,None,No,
Intel,Celeron G4920,2,3.2,,65,Intel UHD Graphics 610,No,
Intel,Pentium Gold G5600,2,3.9,,54,Intel UHD Graphics 630,Yes,
Intel,Core i3-9350K,4,4,4.6,91,Intel HD Graphics 630,No,
Intel,Xeon E3-1230 V3,4,3.3,3.7,80,None,Yes,
Intel,Xeon E5-2650 V3,10,2.3,3,105,None,Yes,
Intel,Xeon E5-2697 V3,14,2.6,3.6,145,None,Yes,
Intel,Core i7-7740X,4,4.3,4.5,112,None,Yes,
Intel,Xeon E5-2670,8,2.6,3.3,115,None,Yes,
Intel,Core 2 Duo E8200,2,2.66,,65,None,No,
Intel,Xeon E5-2640 V3,8,2.6,3.4,90,None,Yes,1207.42
Intel,Xeon E5-2695 V3,14,2.3,3.3,120,None,Yes,1999.99
Intel,Core 2 Duo E6550,2,2.33,,65,None,No,177.86
AMD,Athlon II X2 240e,2,2.8,,45,None,No,
Intel,Core 2 Quad Q9300,4,2.5,,95,None,No,167.99
Intel,Core i7-6800K,6,3.4,3.6,140,None,Yes,
AMD,Athlon II X4 640,4,3,,95,None,No,
AMD,Athlon II X3 445,3,3.1,,95,None,No,
AMD,Phenom II X3 720 Black,3,2.8,,95,None,No,
AMD,Athlon II X3 455,3,3.3,,95,None,No,
AMD,Phenom II X2 565 Black,2,3.4,,80,None,No,
AMD,Phenom II X4 975,4,3.6,,125,None,No,
AMD,Phenom II X4 970,4,3.5,,125,None,No,
Intel,Core i5-9500F,6,3,4.4,65,None,No,
AMD,Pro A10-7800B,4,3.5,3.9,65,Radeon R7 (on-die),No,
Intel,Xeon E3-1270 V3,4,3.5,3.9,80,None,Yes,
Intel,Pentium G3250,2,3.2,,53,Intel HD Graphics,No,
Intel,Xeon E5-2630L V2,6,2.4,,60,None,Yes,
AMD,Athlon 5370,4,2.2,,25,Radeon R3 (on die),No,
Intel,Celeron G465,2,1.9,,35,Intel HD Graphics,No,
AMD,FX-4200,4,3.3,,125,None,No,
Intel,Core 2 Duo E7600,2,3.06,,65,None,No,149.94
AMD,A4-3420,2,2.8,,65,Radeon HD 6410D,No,
Intel,Xeon E-2146G,6,3.5,4.5,80,Intel HD Graphics P630,Yes,347.71
Intel,Xeon E-2174G,4,3.8,4.7,71,Intel HD Graphics P630,Yes,406.19
AMD,Phenom II X4 945,4,3,,125,None,No,
Intel,Xeon E5-2620,6,2,,95,None,Yes,391.59
Intel,Core 2 Duo E8300,2,2.83,,65,None,No,119.95
Intel,Core 2 Quad Q8400S,4,2.66,,65,None,No,
AMD,A4-5300,2,3.4,,65,Radeon HD 7480D,No,
Intel,Celeron 420,1,1.6,,35,None,No,
Intel,Core 2 Duo E4300,2,1.8,,65,None,No,
Intel,Core 2 Duo E4600,2,2.4,,65,None,No,
Intel,Core 2 Duo E6750,2,2.66,,65,None,No,
Intel,Core i5-670,2,3.46,,73,Intel HD Graphics,Yes,
AMD,Athlon X4 970,4,3.8,4,65,None,No,
Intel,Xeon E5-1650 V4,6,3.6,4,140,None,Yes,
AMD,Athlon II X3 440,3,3,,95,None,No,
AMD,Phenom II X3 720,3,2.8,,95,None,No,
AMD,Phenom II X4 920,4,2.8,,125,None,No,
AMD,Athlon II X4 610e,4,2.4,,45,None,No,
AMD,Phenom II X4 910e,4,2.6,,65,None,No,
AMD,Sempron 130,1,2.6,,45,None,No,
Intel,Pentium Gold G5500T,2,3.2,,35,Intel UHD Graphics 630,Yes,
Intel,Pentium G3420,2,3.2,,54,Intel HD Graphics,No,
Intel,Pentium G3430,2,3.3,,54,Intel HD Graphics,No,
Intel,Xeon E3-1275 V3,4,3.5,3.9,84,Intel HD Graphics P4600,Yes,
Intel,Xeon E5-2623 V3,4,3,3.5,105,None,Yes,
Intel,Pentium G3450,2,3.4,,53,Intel HD Graphics,No,
Intel,Xeon E3-1276 V3,4,3.6,4,84,Intel HD Graphics P4600,Yes,
Intel,Xeon E3-1275 V2,4,3.5,,77,Intel HD Graphics P4000,Yes,
AMD,Athlon X4 530,4,2,,25,None,No,
AMD,Athlon X4 550,4,2.2,,25,None,No,
Intel,Celeron G3930T,2,2.7,,35,Intel HD Graphics 610,No,
Intel,Core i5-7400T,4,2.4,3,35,Intel HD Graphics 630,No,
Intel,Core i5-2405S,4,2.5,,65,Intel HD Graphics 3000,No,
Intel,Core i3-6300T,2,3.3,,35,Intel HD Graphics 530,Yes,
Intel,Core i5-6400T,4,2.2,2.8,35,Intel HD Graphics 530,No,
Intel,Xeon E3-1270 V5,4,3.6,4,80,None,Yes,
AMD,FX-8150,8,3.6,,125,None,No,
AMD,FX-4150,4,4,4.1,125,None,No,
Intel,Celeron E3400,2,2.6,,65,None,No,
Intel,Pentium E5300,2,2.6,,65,None,No,79.40
Intel,Pentium E6800,2,3.333,,65,None,No,
Intel,Xeon E-2104G,4,3.2,,65,Intel HD Graphics P630,No,
Intel,Xeon E-2124,4,3.3,4.3,71,None,No,
Intel,Xeon E5-2470V2,10,2.4,3.2,95,None,Yes,1553.50
Intel,Xeon E5-2620,6,2,,95,None,Yes,283.73
Intel,Xeon E3-1240 V5,4,3.5,3.9,80,None,Yes,335.48
Intel,Pentium E5300,2,2.6,,65,None,No,79.40
AMD,FX-8370E,8,3.3,4.3,95,None,No,
AMD,FX-8320E,8,3.2,4,95,None,No,
Intel,Pentium E2220,2,2.4,,65,None,No,
Intel,Core 2 Duo E4500,2,2.2,,65,None,No,
Intel,Core i5-655K,2,3.2,,73,Intel HD Graphics,Yes,
Intel,Core i7-940,4,2.93,,130,None,Yes,
AMD,Athlon X4 970,4,3.8,4,65,None,No,
AMD,Athlon X4 940,4,3.2,3.6,65,None,No,
AMD,Athlon II X3 425,3,2.7,,95,None,No,
AMD,Phenom II X3 710,3,2.6,,95,None,No,
AMD,Athlon II X2 260,2,3.2,,65,None,No,
AMD,Athlon II X2 250u,2,1.6,,25,None,No,
AMD,Phenom II X3 740 Black,3,3,,95,None,No,
AMD,Phenom II X2 560 Black,2,3.3,,80,None,No,
AMD,Phenom II X4 B99,4,3.3,,95,None,No,
Intel,Core i3-9320,4,3.7,4.4,62,None,No,
Intel,Xeon E-2274G,4,4,4.9,83,Intel HD Graphics P630,Yes,
AMD,A10-7700K,4,3.4,3.8,95,Radeon R7 (on-die),No,
AMD,A8-7650K,4,3.3,3.7,95,Radeon R7 (on-die),No,
Intel,Xeon E3-1245 V3,4,3.4,3.8,84,Intel HD Graphics P4600,Yes,
Intel,Xeon E5-2660 V3,10,2.6,3.3,105,None,Yes,
Intel,Core i3-4360,2,3.7,,54,Intel HD Graphics 4600,Yes,
Intel,Core i3-7300,2,4,,51,Intel HD Graphics 630,Yes,
Intel,Celeron G3950,2,3,,51,Intel HD Graphics 610,No,
Intel,Core i5-7500T,4,2.7,3.3,35,Intel HD Graphics 630,No,
Intel,Core i5-7600T,4,2.8,3.7,35,Intel HD Graphics 630,No,
Intel,Core i5-7640X,4,4,4.2,112,None,No,
Intel,Xeon E3-1280 V6,4,3.9,4.2,72,None,Yes,423.75
Intel,Xeon E3-1235,4,3.2,,95,Intel HD Graphics,Yes,234.00
Intel,Pentium G4500,2,3.5,,51,Intel HD Graphics 530,No,
AMD,FX-8120,8,3.1,,125,None,No,
Intel,Celeron E3200,2,2.4,,65,None,No,
Intel,Pentium E6300,2,2.8,,65,None,No,99.70
Intel,Core 2 Duo E8400,2,3,,65,None,No,
Intel,Core 2 Duo E8500,2,3.16,,65,None,No,
AMD,A8-3850,4,2.9,,100,Radeon HD 6550D,No,
AMD,Opteron 6344,12,2.6,3.2,115,None,No,
Intel,Core 2 Duo E6700,2,2.66,,65,None,No,149.94
Intel,Xeon E-2124G,4,3.4,4.5,71,Intel HD Graphics P630,No,247.00
Intel,Xeon E5-2609 V3,6,1.9,,85,None,No,988.00
Intel,Xeon E3-1270 V6,4,3.8,4.2,72,None,Yes,373.33
Intel,Pentium G840,2,2.8,,65,Intel HD Graphics,No,
Intel,Xeon E5-2660,8,2.2,3,95,None,Yes,
Intel,Xeon E5-2650L,8,1.8,2.3,70,None,Yes,297.95
Intel,Core 2 Quad Q8300,4,2.5,,95,None,No,
AMD,A10-6800B,4,4.1,4.4,100,Radeon HD 8670D,No,
AMD,Sempron X2 250,2,3.2,3.6,65,None,No,
AMD,Opteron 4386,8,3.1,3.8,95,None,No,
AMD,Opteron 6328,8,3.2,3.8,115,None,No,
Intel,Pentium E2140,2,1.6,,65,None,No,
Intel,Core 2 Duo E4300,2,1.8,,65,None,No,97.25
Intel,Core 2 Duo E4400,2,2,,65,None,No,108.00
Intel,Core 2 Duo E6700,2,2.66,,65,None,No,
Intel,Core i5-5675C,4,3.1,3.6,65,Iris Pro Graphics 6200,No,
Intel,Core i7-6850K,6,3.6,3.8,140,None,Yes,
Intel,Core i7-6950X,10,3,3.5,140,None,Yes,
Intel,Xeon E5-1620 V4,4,3.5,3.8,140,None,Yes,775.00
AMD,Phenom II X4 925,4,2.8,,95,None,No,
AMD,Phenom II X4 960T Black,4,3,,95,None,No,
AMD,Athlon II X2 240,2,2.8,,65,None,No,
AMD,Athlon II X2 250,2,3,,65,None,No,
AMD,Phenom II X4 910,4,2.6,,95,None,No,
AMD,Athlon II X2 235e,2,2.7,,45,None,No,
AMD,Athlon II X4 600e,4,2.2,,45,None,No,
AMD,Athlon II X4 605e,4,2.3,,45,None,No,
AMD,Phenom II X4 940 Black,4,3,,125,None,No,
AMD,Sempron 150,1,2.9,,45,None,No,
AMD,Phenom II X6 1065T,6,2.7,,95,None,No,
AMD,Athlon X4 845,4,3.5,3.8,65,None,No,
AMD,Pro A8-7600B,4,3.1,3.8,65,Radeon R7 (on-die),No,
AMD,A8-7670K,4,3.6,3.9,95,Radeon R7 (on-die),No,
AMD,Athlon X4 880K,4,4,4.2,95,None,No,
Intel,Core i5-4570S,4,2.9,,65,Intel HD Graphics 4600,No,
Intel,Xeon E5-2609 V3,6,1.9,,85,None,No,
Intel,Pentium G3440,2,3.3,,53,Intel HD Graphics,No,
Intel,Core i3-4360T,2,3.2,,35,Intel HD Graphics 4600,Yes,
Intel,Core i3-4370,2,3.8,,54,Intel HD Graphics 4600,Yes,
Intel,Pentium G3250T,2,2.8,,35,Intel HD Graphics,No,
Intel,Xeon E5-1660 V2,6,3.7,4,130,None,Yes,
Intel,Xeon E5-2440V2,8,1.9,2.4,95,None,Yes,
AMD,5350,4,2.05,,25,Radeon HD 8400,No,
AMD,5150,4,1.6,,25,Radeon HD 8400,No,
Intel,Core i3-7100T,2,3.4,,35,Intel HD Graphics 630,Yes,
Intel,Core i3-7300T,2,3.5,,35,Intel HD Graphics 630,Yes,
Intel,Core i7-7700T,4,2.9,3.8,35,Intel HD Graphics 630,Yes,
Intel,Pentium G550,2,2.6,,65,Intel HD Graphics,No,
Intel,Xeon E3-1270,4,3.4,,80,None,Yes,
Intel,Xeon E3-1275,4,3.4,,95,Intel HD Graphics,Yes,
Intel,Celeron G470,1,2,,35,Intel HD Graphics,Yes,
Intel,Core i3-6300,2,3.8,,51,Intel HD Graphics 530,Yes,
Intel,Core i5-6500T,4,2.5,3.1,35,Intel HD Graphics 530,No,
Intel,Pentium G4500T,2,3,,35,Intel HD Graphics 530,No,
Intel,Xeon E3-1280 V5,4,3.7,4,80,None,Yes,
AMD,FX-6130,6,3.6,3.9,125,None,No,
Intel,Celeron E3200,2,2.4,,65,None,No,
Intel,Pentium E6600,2,3.06,,65,None,No,
Intel,Core 2 Duo E7600,2,3.06,,65,None,No,129.94
AMD,Athlon II X4 641,4,2.8,,100,None,No,
AMD,Athlon II X2 221,2,2.8,,65,None,No,
AMD,Athlon II X4 651,4,3,,100,None,No,
Intel,Xeon E3-1220 V6,4,3,3.5,72,None,No,226.60
Intel,Xeon E3-1230 V6,4,3.5,3.9,72,None,Yes,284.36
Intel,Xeon E3-1275 V6,4,3.8,4.2,73,Intel HD Graphics P630,Yes,755.40
Intel,Xeon E3-1230 V5,4,3.4,3.8,80,None,Yes,499.95
AMD,FX-6350,6,3.9,,125,None,No,
AMD,Athlon X2 340,2,3.2,,65,None,No,
AMD,Athlon X2 370K,2,4.2,,65,None,No,
AMD,Athlon X2 350,2,3.5,3.9,65,None,No,
AMD,FX-8310,8,3.4,4.3,95,None,No,
Intel,Celeron E1500,2,2.2,,65,None,No,
Intel,Core 2 Duo E6850,2,3,,65,None,No,129.94
Intel,Core 2 Quad Q6700,4,2.66,,100,None,No,
Intel,Core i7-965 Extreme Edition,4,3.2,,130,None,Yes,
Intel,Core i5-750S,4,2.4,,82,None,No,
AMD,Athlon X4 940,4,3.2,3.6,65,None,No,
AMD,Phenom II X2 545,2,3,,80,None,No,
AMD,Athlon II X3 440,3,3,,95,None,No,
AMD,Athlon II X2 245,2,2.9,,65,None,No,
AMD,Athlon II X4 630,4,2.8,,95,None,No,
AMD,Athlon II X4 635,4,2.9,,95,None,No,
AMD,Athlon II X4 635,4,2.9,,95,None,No,
AMD,Athlon II X2 245e,2,2.9,,45,None,No,
AMD,Athlon II X2 260u,2,1.8,,25,None,No,
AMD,Phenom II X3 705e,3,2.5,,65,None,No,
AMD,Phenom II X4 905e,4,2.5,,65,None,No,
AMD,Phenom II X4 955 Black,4,3.2,,125,None,No,
AMD,Athlon II X4 645,4,3.1,,95,None,No,
AMD,Athlon II X2 265,2,3.2,,65,None,No,
AMD,Sempron 130,1,2.6,,45,None,No,
AMD,Pro A6-7400B,2,3.5,3.9,65,Radeon R5 (on die),No,
AMD,A10-7870K,4,3.9,4.1,95,Radeon R7 (on-die),No,
AMD,A10-7890K,4,4.1,4.3,95,Radeon R7 (on-die),No,
Intel,Celeron G1850,2,2.9,,53,Intel HD Graphics,No,
Intel,Pentium G3258,2,3.2,,53,Intel HD Graphics,No,
Intel,Pentium G3250,2,3.2,,53,Intel HD Graphics,No,
Intel,Pentium G3460,2,3.5,,53,Intel HD Graphics,No,
Intel,Pentium G3470,2,3.6,,53,Intel HD Graphics,No,
Intel,Pentium G3260,2,3.3,,53,Intel HD Graphics,No,
Intel,Xeon E3-1275 V2,4,3.5,,77,Intel HD Graphics P4000,Yes,
Intel,Xeon E5-2450V2,8,2.5,3.3,95,None,Yes,
Intel,Pentium G4620,2,3.7,,51,Intel HD Graphics 630,Yes,
Intel,Pentium G620T,2,2.2,,35,Intel HD Graphics,No,
Intel,Xeon E3-1280,4,3.5,,95,None,Yes,
Intel,Xeon E5-2687W,8,3.1,3.8,150,None,Yes,
Intel,Xeon E5-2660,8,2.2,3,95,None,Yes,
Intel,Core i5-6600T,4,2.7,3.5,35,Intel HD Graphics 530,No,
AMD,FX-8150,8,3.6,,125,None,No,
Intel,Pentium E6500,2,2.93,,65,None,No,
Intel,Core 2 Duo E8500,2,3.16,,65,None,No,
Intel,Core 2 Quad Q8200,4,2.33,,95,None,No,
Intel,Core 2 Quad Q8200S,4,2.33,,65,None,No,
Intel,Core 2 Quad Q9505S,4,2.83,,65,None,No,
AMD,A4-3400,2,2.7,,65,Radeon HD 6410D,No,
AMD,A4-3400,2,2.7,,65,Radeon HD 6410D,No,
AMD,A4-3400,2,2.7,,65,Radeon HD 6410D,No,
AMD,A4-3300,2,2.5,,65,Radeon HD 6410D,No,
AMD,Athlon II X2 221,2,2.8,,65,None,No,
AMD,Athlon II X4 638,4,2.7,,65,None,No,
AMD,Athlon II X4 638,4,2.7,,65,None,No,
Intel,Core 2 Duo E6320,2,1.86,,65,None,No,198.95
Intel,Xeon E3-1245 V6,4,3.7,4.1,73,Intel HD Graphics P630,Yes,
AMD,A10-6700T,4,2.5,3.5,45,Radeon HD 8650D,No,
AMD,A10-6790K,4,4,4.3,100,Radeon HD 8670D,No,
AMD,A4-6320,2,3.8,4,65,Radeon HD 8370D,No,
AMD,Opteron 4386,8,3.1,3.8,95,None,No,
Intel,Pentium E2140,2,1.6,,65,None,No,
Intel,Celeron E1200,2,1.6,,65,None,No,
Intel,Celeron E1600,2,2.4,,65,None,No,
Intel,Pentium E2160,2,1.8,,65,None,No,
Intel,Pentium E2180,2,2,,65,None,No,
Intel,Pentium E2180,2,2,,65,None,No,
Intel,Core 2 Duo E6320,2,1.86,,65,None,No,
Intel,Core 2 Duo E6400,2,2.13,,65,None,No,
Intel,Core 2 Duo E6400,2,2.13,,65,None,No,98.95
Intel,Core 2 Duo E6420,2,2.13,,65,None,No,133.82
Intel,Core 2 Duo E6420,2,2.13,,65,None,No,149.94
Intel,Core 2 Duo E6550,2,2.33,,65,None,No,
Intel,Core 2 Extreme QX6800,4,2.93,,100,None,No,
AMD,Athlon II X3 425,3,2.7,,95,None,No,
AMD,Phenom II X4 805,4,2.5,,95,None,No,
AMD,Athlon II X3 440,3,3,,95,None,No,
AMD,Athlon II X2 245,2,2.9,,65,None,No,
AMD,Athlon II X3 435,3,2.9,,95,None,No,
AMD,Athlon II X4 630,4,2.8,,95,None,No,
AMD,Athlon II X3 400e,3,2.2,,45,None,No,
AMD,Phenom II X3 715 Black,3,2.8,,95,None,No,
AMD,Sempron 145,1,2.8,,45,None,No,
AMD,Phenom II X4 955,4,3.2,,125,None,No,
AMD,Sempron X2 190,2,2.5,,45,None,No,
Intel,Xeon E-2134,4,3.5,4.5,71,None,Yes,
AMD,Pro A10-7850B,4,3.7,4,95,Radeon R7 (on-die),No,
Intel,Xeon E5-2603 V3,6,1.6,,85,None,No,
Intel,Pentium G3240,2,3.1,,53,Intel HD Graphics,No,
Intel,Celeron G1630,2,2.8,,55,Intel HD Graphics,No,
Intel,Core i3-7300T,2,3.5,,35,Intel HD Graphics 630,Yes,
Intel,Core i3-7300T,2,3.5,,35,Intel HD Graphics 630,Yes,
Intel,Xeon E3-1240 V6,4,3.7,4.1,72,None,Yes,498.95
Intel,Xeon E5-2630,6,2.3,,95,None,Yes,
Intel,Xeon E5-2660,8,2.2,3,95,None,Yes,
Intel,Celeron G470,1,2,,35,Intel HD Graphics,Yes,
Intel,Xeon E3-1275 V5,4,3.6,4,80,Intel HD Graphics P530,Yes,
Intel,Xeon E3-1240 V5,4,3.5,3.9,80,None,Yes,
Intel,Xeon E3-1225 V5,4,3.3,3.7,80,Intel HD Graphics P530,No,
AMD,FX-4170,4,4.2,,125,None,No,
AMD,FX-6200,6,3.8,,125,None,No,
Intel,Celeron E3300,2,2.5,,65,None,No,
Intel,Pentium E5400,2,2.7,,65,None,No,
Intel,Pentium E5400,2,2.7,,65,None,No,
Intel,Pentium E5500,2,2.8,,65,None,No,
