brand,model,chipset,memory,core_clock,boost_clock,color,length,price
HIS,H787QT2G2M,Radeon HD 7870 GHz Edition,2,1100,,Black / Blue,296,
HIS,H785Q2G2M,Radeon HD 7850,2,860,,Black / Blue,296,
HIS,H775FS2G,Radeon HD 7750,2,800,,Black / Blue,181,
EVGA,04G-P4-2649-KR,GeForce GT 640,4,901,,Black / Silver,170,
PowerColor,Devil 13,Radeon HD 7990,6,925,,Black / Red,314,
MSI,N650-MD1GD5/OC,GeForce GTX 650,1,1071,,Black,145,
PowerColor,AX7970 3GBD5-2DH,Radeon HD 7970,3,925,,Black / Red,284,
Sparkle,700004,GeForce GT 640,1,,,,,
XFX,FX-785A-CDBC,Radeon HD 7850,2,975,,Black / Silver,241,
HIS,H797QMC3G2M,Radeon HD 7970 GHz Edition,3,1000,,Black / Silver,310,
Sapphire,100358OCL,Radeon HD 7770 GHz Edition,1,1100,,Black,183,
Sapphire,11196-00-20G,Radeon HD 7950,3,810,,,,
Sparkle,700026,GeForce GTX 650,1,1124,,Black,162,
HIS,H785QT4G2M,Radeon HD 7850,4,1000,,Black / Blue,296,
Gigabyte,GV-R775OC-2GI,Radeon HD 7750,2,850,,Black / Blue,223,
PowerColor,AX7750 4GBK3-H,Radeon HD 7750,4,800,,Black / Red,167,
PowerColor,AX7750 2GBK3-H,Radeon HD 7750,2,800,,Black / Red,167,
Sparkle,700002,GeForce GTX 660 Ti,2,915,,Black,,
Sapphire,100356L,Radeon HD 7790,1,1000,,Black / Silver,,
MSI,N650ti-1GD5/V1,GeForce GTX 650 Ti,1,928,,Black / Blue,219,
EVGA,01G-P3-1563-KR,GeForce GTX 560 Ti,1,900,,,228,
Zotac,ZT-61201-10M BOOST,GeForce GTX 650 Ti Boost,2,993,,Black / Orange,153,
Gigabyte,GV-R779OC-2GD,Radeon HD 7790,2,1075,,Black / Blue,,
Zotac,ZT-60206-10L,GeForce GT 640,2,900,,Black / Orange,144,
ATI,608528-002,FirePro V3800,0.5,,,Black / Red,,
PNY,VCGGTX7803XPB,GeForce GTX 780,3,863,,Black / Silver,266,
Asus,GT640-1GD5-L,GeForce GT 640,1,1046,,Black / Blue,145,
Sapphire,11196-15-40G,Radeon HD 7950,3,800,,Black / White,279,
Sapphire,11199-16-20G,Radeon HD 7870 GHz Edition,2,1000,,Black / Green,225,
Sapphire,11199-10-40G,Radeon HD 7870 GHz Edition,2,1050,,Black / Green,,
Sapphire,21196-00-20G,Radeon HD 7950,3,810,,Black / Red,292,
Zotac,ZT-60409-20L,GeForce GT 630,2,902,,Black,145,
Galaxy,76XPH6DV6KKZ,GeForce GTX 760,2,1058,,Black / Red,254,
EVGA,Classified,GeForce GTX 770,4,1150,,Black / Silver,266,
Gigabyte,GV-N640D5-1GL,GeForce GT 640,1,1046,,Black / Blue,156,
Jaton,Video-PX610GT-LX,GeForce GT 610,1,400,,Black / Green,144,
Zotac,ZT-60208-10L,GeForce GT 640,1,1046,,Black / Orange,145,
Galaxy,77NPH6DT8KXZ,GeForce GTX 770,2,1202,1254,Black / White,288,
HIS,IceQ X²,Radeon R9 270X,2,1000,1050,Black / Silver,270,
HIS,IceQ X²,Radeon R9 270X,2,1100,1140,Black / Silver,270,
HIS,IceQ X²,Radeon R9 280X,3,850,1000,Black / Silver,310,
Gigabyte,GV-R726XOC-2GD,Radeon R7 260X,2,1188,,Black / Blue,214,
Gigabyte,WINDFORCE,Radeon R7 260X,2,1100,1188,Black / Blue,207,
PowerColor,TurboDuo,Radeon R7 260X,2,1160,,Black / Red,220,
Sparkle,700041,GeForce GT 610,1,810,,Black / Green,153,
HIS,H290XF4GD,Radeon R9 290X,4,772,1000,Black / Red,291,
PowerColor,AXR9 290 4GBD5-MDH/OC,Radeon R9 290,4,947,,Black / Red,267,
Club,3D CGAX-4872DDO,Radeon HD 4870,0.5,800,,,,
Club,3D royalKing,Radeon R9 280X,3,1050,1100,Black / Red,266,
MSI,TWIN FROZR,Radeon R9 270,2,900,975,Black / Red,256,
Sapphire,Dual-X,Radeon R9 270,2,920,945,Black / Silver,228,
XFX,R7-250A-ZLF4,Radeon R7 250,1,1000,1050,Black,175,
PowerColor,AX7790 1GBD5-DH/OC,Radeon HD 7790,1,1030,,Black / Red,180,
PNY,VCGGTX7702XPB-CG,GeForce GTX 770,2,1150,1202,Black / Silver,266,
Diamond,R7240D32GXOC,Radeon R7 240,2,730,780,Black / Blue,170,
Diamond,R9270XD52GXOCV2,Radeon R9 270X,2,1000,1050,Black / Red,261,
Gigabyte,GV-R725OC-1GI,Radeon R7 250,1,1100,,Black / Silver,195,
Gigabyte,GV-R725OC-2GI REV2.0,Radeon R7 250,2,1100,,Black / Silver,195,
PowerColor,AX7850 2GBD5-2DHE/OC,Radeon HD 7850,2,910,,Black / Yellow,,
PowerColor,AX7870 2GBD5-2DHV2,Radeon HD 7870 GHz Edition,2,1000,,Black / Yellow,225,
PowerColor,AXR7 250 1GBD5-HV2E/OC,Radeon R7 250,1,1050,1100,Black / Silver,168,
PowerColor,AXR9 290X 4GBD5-MDHG/OC,Radeon R9 290X,4,1030,,Black / Red,267,
VisionTek,900654,Radeon R9 290X,4,1000,,Black / Red,292,
XFX,FX-779A-ZDB4,Radeon HD 7790,1,1075,,Black / Silver,198.12,
XFX,R7-250A-ZLH4,Radeon R7 250,1,1000,1050,Silver,175,
Club,3D CGAX-R9276,Radeon R9 270,2,900,955,Black / Red,210,
Gigabyte,GV-R726XOC-1GD,Radeon R7 260X,1,1188,,Black / Blue,203,
Sapphire,Dual-X,Radeon R9 270X,2,1020,,Black / Silver,228,
XFX,DD,Radeon R9 270X,2,1100,,Black / Silver,261,
Sapphire,100361BF4SR,Radeon R9 290X,4,1000,1040,Black / Red,292,
Gigabyte,GV-R725O5-2GI,Radeon R7 250,2,1100,,Black / Blue,195,
PowerColor,AX7750 1GBD5-HLEV2,Radeon HD 7750,1,800,,Black / Red,167,
Sapphire,100355OC-2L,Radeon HD 7850,2,920,,Black / Silver,228,
Sapphire,100358-2L,Radeon HD 7770 GHz Edition,1,950,,Black / Silver,154,
XFX,R7-250X-ZNJ4,Radeon R7 250X,1,950,,Black / Silver,167,
HIS,H250XF1G,Radeon R7 250X,1,1000,1000,Black / Blue,169,
KFA2,78INH5DV9IXU,GeForce GTX 780 Ti,3,876,928,Black / Silver,280,
PowerColor,AX7870 2GBD5-2DHV4E/OC,Radeon HD 7870 GHz Edition,2,1030,,Black / Silver,,
PowerColor,AXR7 265 2GBD5-TDHE/OC,Radeon R7 265,2,930,955,Black / Red,198,
PowerColor,AXR7 250 1GBD5-HLE,Radeon R7 250,1,800,,Black / Red,,
Sapphire,100370L,Radeon R7 265,2,900,925,Black / Silver,228,
XFX,R7-265A-CNF4,Radeon R7 265,2,900,925,Black / Red,220,
Gigabyte,GV-R725XOC-2GI,Radeon R7 250X,2,1050,,Black / Silver,,
HIS,IceQ X²,Radeon R9 280,3,847,953,Black / Blue,280,
MSI,R7 265 2GD5 OC,Radeon R7 265,2,900,955,Black / Blue,221,
PowerColor,AXR9 295X2 8GBD5-M4D,Radeon R9 295X2,8,947,1018,Black / Silver,305,
Sapphire,Vapor-X,Radeon R9 270,2,1000,1070,Black / Blue,264,
Sapphire,100360OCSR,Radeon R9 295X2,8,1030,,Black / Silver,308,
EVGA,Superclocked,GeForce GT 740,1,1085,,Black / Silver,153,
PNY,VCGGT7401D3LXPB,GeForce GT 740,1,993,,Black / Silver,153,
HIS,H260XFN1GD,Radeon R7 260X,1,,1000,Black / Blue,182,
Club,3D royalQueen,Radeon HD 7750,1,800,,Black / Purple,198,
EVGA,01G-P3-3736-KR,GeForce GT 730,1,700,,Black / Green,154,
PowerColor,Devil 13,Radeon R9 295X2,8,1000,,Black / Red,304,
Diamond,R9295X2D58G,Radeon R9 295X2,8,1018,,Black / Silver,309,
Zotac,ZT-70702-10M,GeForce GTX 750,1,1033,,Black / Orange,145,
Asus,GT730-SL-1GD3-BRK,GeForce GT 730,1,902,,Black / Blue,137,
Sapphire,Tri-X,Radeon R9 280X,3,1000,1100,Black / Orange,308,
Sapphire,100366-3L,Radeon R7 260X,2,1000,,Black / White,178,
HIS,IceQ Hybrid,Radeon R9 290X,4,1100,,Black / Blue,275,
HIS,IceQ X² Boost,Radeon R9 270X,4,1000,1050,Black / Silver,210,
PNY,XLR8,GeForce GTX 780,3,863,902,Black / Silver,284,
Sapphire,Dual-X,Radeon R9 285,2,965,,Black / Purple,264,
Zotac,ZT-71201-20L,GeForce GT 720,2,797,,Black,145,
Zotac,ZT-71202-20L,GeForce GT 720,1,797,,Black,145,
XFX,DD,Radeon R9 285,2,975,,Black,220,
Sapphire,ITX Compact,Radeon R9 285,2,928,,Black / Silver,171,
Sapphire,11215-04-40G,Radeon R7 250,1,800,,Silver,185,
Gigabyte,GV-N630D3-1GI,GeForce GT 630,1,902,,Black / Blue,175,
Palit,NE5XTIZ010K7-P2080F,GeForce GTX Titan Z,12,705,876,Black / Silver,267,
PowerColor,PCS+,Radeon R9 290X,8,1030,,Black / Silver,292,
AMD,FirePro W5000,FirePro W5000,2,825,,Black / Red,191,
ATI,FirePro W8100,FirePro W8100,8,824,,Black / Red,279,
ATI,FirePro V5900,FirePro V5900,2,600,,Black / Red,230,
ATI,FirePro R5000,FirePro R5000,2,825,,Black / Red,279,
ATI,FirePro S10000,FirePro S10000,6,825,,Black / Red,305,
XFX,Core Edition,Radeon R7 265,1,,925,Black / Silver,220,
Gainward,Phantom,GeForce GTX 780 Ti,3,980,1046,Black / Silver,274,
Asus,ENGT730-SL-2GD3-BRK,GeForce GT 730,2,902,,Black,137,
GALAX,98NQH6DHXXXX,GeForce GTX 980,4,1128,1216,Black / Silver,281,
Zotac,ZT-71114-20L,GeForce GT 730,1,902,,Black / Gold,,
XFX,HD-667X-CLF3,Radeon HD 6670,2,800,,Black / Red,167,
HP,C3G86AT,Quadro K4000M,4,600,,Black / Silver,,
Asus,GT720-SL-2GD3-BRK,GeForce GT 720,2,797,,Black / Blue,137,
Asus,DirectCU II,GeForce GTX 760,2,980,1033,Black / Red,220,
Asus,STRIKER-GTX760-P-4GD,GeForce GTX 760,4,1085,1150,Black / Red,287,
Zogis,Superclock,GeForce GTX 970,4,1076,1216,Black / Yellow,,
Inno3D,HerculeZ X4 Air Boss,GeForce GTX 980,4,1228,1329,Black / Red,300,
Gigabyte,GV-N740D3-2GI,GeForce GT 740,2,993,,Black / Blue,190,
KFA2,Razor,GeForce GTX 750 Ti,2,1020,1085,Silver / Blue,232,
PowerColor,AXR7 260X 2GBD5-DHV4,Radeon R7 260X,2,1030,,Black / Red,171,
Gigabyte,GAMING,Radeon R9 290X,4,1000,,Black / Silver,293,
PowerColor,AX7850 2GBD5-DHE/OC,Radeon HD 7850,2,910,,Black / Yellow,203,
MSI,GAMING LE,Radeon R9 290X,4,1000,1040,Black / Red,276,
EVGA,04G-P4-1980-KR,GeForce GTX 980,4,1126,1216,Black / Silver,267,
OcUK,OcUK_980Ti,GeForce GTX 980 Ti,6,1000,1075,Black / Silver,267,
Inno3D,N98T-1DDN-N5HN,GeForce GTX 980 Ti,6,1000,1075,Black / Silver,282,
KFA2,98IRH5DH00GA,GeForce GTX 980 Ti,6,1000,1075,Black / Silver,281,
XFX,DD,Radeon R7 370,2,995,,Black / Silver,234,
XFX,DD,Radeon R7 370,2,1040,,Black / Silver,234,
XFX,DD,Radeon R7 370,4,995,,Black / Silver,234,
XFX,DD,Radeon R9 380,2,990,,Black / Silver,234,
PowerColor,PCS+,Radeon R9 380,2,980,,Black / Red,208,
Sapphire,100388OCL,Radeon R7 360,2,1060,,Black,215,
VisionTek,900814,Radeon R9 Fury X,4,1050,,Black / Red,195,
Sapphire,100380SR,Radeon R9 Fury X,4,1050,,Black / Red,195,
PowerColor,AX R9 FURY X 4GBHBM-DH,Radeon R9 Fury X,4,1050,,Black / Red,195,
VisionTek,900809,Radeon R9 390,8,1000,,Black / Red,,
EVGA,01G-P3-2640-KR,GeForce GT 640,1,901,,Black / Green,171,
VisionTek,900810,Radeon R9 390X,8,1050,,Black / Silver,,
KFA2,HOF,GeForce GTX 980,4,1304,1418,Black / Silver,308,
VisionTek,900808,Radeon R9 380,2,970,,Black / Red,,
OcUK,GCCK-001,GeForce GTX 970,4,1050,1268,Black / Silver,269,
Sapphire,100400SR,Radeon R9 Nano,4,1000,,Black / Red,152,
Gigabyte,GV-R9NANO-4GD-B,Radeon R9 Nano,4,1000,,Black / Red,152,
XFX,R9-FURY-4WFA,Radeon R9 Fury,4,1000,,Black / Silver,203,
Inno3D,iChill GF X3,GeForce GTX 980 Ti,6,1152,1241,Black / Silver,300,
Gigabyte,GV-R725OC-2GI REV4,Radeon R7 250,2,1100,,Black / Blue,193,
Sapphire,Tri-X,Radeon R9 390X,8,1080,,Black / Orange,308,
PowerColor,AXR9 FURY 4GBHBM-DH,Radeon R9 Fury,4,1000,,Black / Silver,320,
Asus,R9NANO-4G-WHITE,Radeon R9 Nano,4,1000,,White,153,
Asus,R7360-OC-2GD5-V2,Radeon R7 360,2,1070,1090,Black / Red,220,
Club,3D royalQueen,Radeon HD 7970,3,925,975,Black / Red,268,
MSI,GAMING LE,GeForce GTX 960,4,1152,1216,Black / Red,267,
XFX,HD-645X-ZQHP,Radeon HD 6450,1,625,,Black,181,
XFX,R7-370P-F24M,Radeon R7 370,4,995,,Black / Silver,234,
EVGA,02G-P4-0954,GeForce GTX 950 75W,2,1025,1190,Black / Gold,173,
EVGA,02G-P4-0952,GeForce GTX 950 75W,2,1025,1190,Black / Gold,173,
XFX,R7-370P-F22M,Radeon R7 370,2,995,,Black / Silver,234,
KFA2,Founders Edition,GeForce GTX 1080,8,1607,1733,Black / Silver,267,
GALAX,Virtual Edition,GeForce GTX 1080,8,1607,1733,Black / Blue,281,
HIS,Green iCooler,Radeon RX 550 - 512,2,1100,1203,Black / Blue,145,
HIS,Green iCooler,Radeon RX 550 - 512,4,1100,1203,Black / Blue,145,
HIS,Green Slim iCooler,Radeon RX 550 - 512,4,1100,1203,White / Black,145,
MSI,IRON,Radeon RX VEGA 64,8,1247,1546,Silver / Red,283,
HIS,HS-VEGR8DSNR,Radeon RX VEGA 64,8,1406,1677,Silver / Red,283,
HIS,Limited Edition,Radeon RX VEGA 64,8,1247,1546,Silver / Red,283,
HIS,AIR,Radeon RX VEGA 64,8,1247,1546,Black / Red,280,
Gigabyte,WINDFORCE 2X,Radeon R7 370,4,975,,Black,240,
XFX,Core Edition,Radeon R7 240,2,730,780,Black,177,
EVGA,02G-P3-1735-KR,GeForce GT 730,1,902,,Black,145,
EVGA,02G-P4-1954-KR,GeForce GTX 950,2,1025,1190,Black,173,
KFA2,60SRH7MD01BK,GeForce GTX 1660,6,1530,1785,Black,268,
MSI,R5 230 2GD5H LP,Radeon R5 230,2,625,,Black,168,
Palit,X,GeForce RTX 2080 Ti,11,1350,1545,Black / Gray,269,
Biostar,VA5675NHG1,Radeon HD 5670,1,775,,,,
Diamond,5570PE31G,Radeon HD 5570,1,650,,,170,
Zotac,ZT-40604-10L,GeForce GT 430,1,700,,,144,
ECS,GT630A-1GR3-QFT,GeForce GT 630,1,810,,,,
Sparkle,700025,GeForce GTX 650 Ti,1,928,,Black,145,
Gigabyte,GV-N250ZL-1GI,GeForce GTS 250,1,,,Black / Blue,,
Gigabyte,GV-N465UD-1GI,GeForce GTX 465,1,607,,Black / Blue,,
Gigabyte,GV-N470UD-13I,GeForce GTX 470,1.25,607,,,,
Gigabyte,GV-R455D3-512I,Radeon HD 4550,0.5,600,,Black / Silver,,
Gigabyte,GV-R567OC-1GI,Radeon HD 5670,1,,,Black / Silver,,
Gigabyte,GV-R575OC-1GI,Radeon HD 5750,1,740,,Black / Blue,,
Gigabyte,GV-R587OC-1GD,Radeon HD 5870,1,870,,Black / Blue,,
Gigabyte,GV-R587SO-1GD,Radeon HD 5870,1,,,,,
EVGA,01G-P3-1372-TR,GeForce GTX 460,1,763,,Black / Silver,209,
EVGA,01G-P3-1373-TR,GeForce GTX 460,1,763,,Black / Silver,209,
Asus,ENGTS250/DI/512MD3/WW,GeForce GTS 250,0.5,675,,Blue,241,
Asus,ENGTX465/2DI/1GD5,GeForce GTX 465,1,607,,Black,254,
Sapphire,100254HDMI,Radeon HD 4650,1,600,,Black / Blue,,
Sapphire,100295HDMI,Radeon HD 4670,0.5,750,,Black / Blue,,
Sapphire,100297SR,Radeon HD 5830,1,800,,Black / Blue,,
XFX,HD-455X-ZAF2,Radeon HD 4550,1,625,,Black,,
XFX,HD-557X-ZHF2,Radeon HD 5570,1,650,,Black,,
Asus,ENGTX470/2DI/1280MD5,GeForce GTX 470,1.25,607,,Black,254,
XFX,HD-435X-ZAH2,Radeon HD 4350,1,600,,Black,167,
Zotac,ZT-40101-10P,GeForce GTX 480,1.5,700,,Black / Silver,,
Zotac,ZT-40401-10P,GeForce GTX 460,0.75,675,,Black / Orange,,
Zotac,ZT-98GES3M-FSL,GeForce 9800 GT,0.5,550,,Black / Orange,,
PowerColor,AX5670 1GBD5-NS3H,Radeon HD 5670,1,,,Black / Red,,
PowerColor,AX5670 512MD5-HV2,Radeon HD 5670,0.5,775,,Black / Red,,
Diamond,6950PE52G,Radeon HD 6950,2,800,,Black / Red,271,
Diamond,6970PE52G,Radeon HD 6970,2,880,,Black / Red,271,
PowerColor,AX6950 2GBD5-M2DH,Radeon HD 6950,2,,,,,
PowerColor,AX6970 2GBD5-M2DH,Radeon HD 6970,2,,,Black / Red,,
EVGA,015-P3-1583-AR,GeForce GTX 580,1.5,797,,Black,266,
Gigabyte,GV-N580D5-15I-B,GeForce GTX 580,1.5,772,,Black / Green,,
MSI,N580GTX-M2D15D5OC,GeForce GTX 580,1.5,823,,,,
PowerColor,AX6870 1GBD5-M2DH,Radeon HD 6870,1,900,,Black / Red,,
PowerColor,AX6870 1GBD5-PP2DHGJ,Radeon HD 6870,1,940,,,,
Asus,EAH6850 DirectCU/2DIS/1GD5,Radeon HD 6850,1,790,,Black / Red,260,
Diamond,6850PE51G,Radeon HD 6850,1,775,,,,
MSI,R6850-PM2D1GD5/OC,Radeon HD 6850,1,820,,,,
VisionTek,900339,Radeon HD 6850,1,775,,Black / Red,,
XFX,HD-685X-ZNDC,Radeon HD 6850,1,800,,Black / Silver,234,
PowerColor,AX5750 1GBD5-HV2,Radeon HD 5750,1,700,,Black / Red,,
PowerColor,AX5750 1GBD5-LH,Radeon HD 5750,1,700,,,,352.58
PowerColor,SCS3 AX5750 1GBD5-S3DH,Radeon HD 5750,1,700,,,,
XFX,HD-465X-ZDF2,Radeon HD 4650,1,600,,Black,,
PowerColor,AX4650 512MD2-LHV2,Radeon HD 4650,0.5,600,,Black / Red,,
PowerColor,AX5770 1GBD5-5D,Radeon HD 5770,1,850,,Black / Red,,
MSI,R5770-PMD1G,Radeon HD 5770,1,850,,Black / Silver,,
PowerColor,AX5770 1GBD5-PPVG,Radeon HD 5770,1,900,,Black / Red,,
EVGA,768-P3-1360-TR,GeForce GTX 460,0.75,675,,Black / Gold,209,
EVGA,768-P3-1362-AR,GeForce GTX 460,0.75,763,,Black / Gold,209,
EVGA,768-P3-1362-TR,GeForce GTX 460,0.75,763,,Black / Gold,209,
PNY,VCGGTX4601XPB-OC,GeForce GTX 460,1,765,,Black / Green,,
Asus,EAH5550/G/DI/1GD3,Radeon HD 5550,1,550,,,167,
XFX,HD-545X-ZNF2,Radeon HD 5450,1,650,,Black / Red,,
XFX,HD-557X-ZNF2,Radeon HD 5570,1,650,,Black,,
XFX,HD-545X-ZAF2,Radeon HD 5450,1,650,,Black,,
XFX,HD-545X-YNH2,Radeon HD 5450,0.5,650,,Black / Red,,
XFX,HD-467X-DDF2,Radeon HD 4670,1,750,,Black,167,
Gigabyte,GV-R545D2-512D,Radeon HD 5450,0.5,650,,Blue / Silver,,
Gigabyte,GV-R545SC-1GI,Radeon HD 5450,1,650,,Black / Blue,,
Gigabyte,GV-R567OC-1GI REV2.0,Radeon HD 5670,1,790,,Black / Blue,,
Biostar,VA5452NH56,Radeon HD 5450,0.5,650,,Red / Silver,,
Biostar,VA5453NH56,Radeon HD 5450,0.5,550,,,,
Biostar,VA5552NHG1,Radeon HD 5550,1,,,,,
Biostar,VA6855NPG2,Radeon HD 6850,1,775,,,,
Diamond,5550PE31G,Radeon HD 5550,1,550,,Black / Blue,170,
Diamond,5830PE51G,Radeon HD 5830,1,825,,Black / Red,,
Diamond,5850PE51G,Radeon HD 5850,1,725,,,,
MSI,R4350-MD512H/D3,Radeon HD 4350,0.5,650,,Red,,
MSI,R5670-PD512,Radeon HD 5670,0.5,775,,Black / Silver,,
MSI,TWIN FROZR II,Radeon HD 5850,1,725,,Black / Silver,257,
PowerColor,AX5670 1GBD5-HV2,Radeon HD 5670,1,775,,,,
VisionTek,784090025739,Radeon HD 5850,1,725,,,,
PowerColor,AX5550 1GBK3-H,Radeon HD 5550,1,550,,Black / Red,,
PowerColor,AX5570 1GBK3-NS3H,Radeon HD 5570,1,650,,Red / Silver,,
Sapphire,100252-1GL,Radeon HD 4550,1,600,,,,
Sapphire,100274HDMI,Radeon HD 4350,1,575,,Black / Blue,,
Sapphire,100289UL,Radeon HD 5670,1,775,,Black / Blue,,
Sapphire,100291L,Radeon HD 5450,0.5,650,,Black / Blue,,
Sapphire,100293-2GL,Radeon HD 5570,2,,,Black / Blue,,
VisionTek,900253,Radeon HD 4550,0.5,600,,,,
VisionTek,900311,Radeon HD 5450,0.5,650,,Black / Blue,,
VisionTek,900315,Radeon HD 5450,1,650,,,,
VisionTek,900338,Radeon HD 6870,1,900,,,,
MSI,N460GTX -M2D1GD5/OC,GeForce GTX 460,1,725,,Black / Red,,
Asus,ENGTX460 DIRECTCU/G/2DI/1GD5,GeForce GTX 460,1,675,,,248,
Asus,ENGTX460 DirectCU TOP/2DI/768MD5,GeForce GTX 460,0.75,700,,,240,
ECS,NBGTX460-1GPI-F,GeForce GTX 460,1,765,,,,
ECS,NGTX460-1GPI-F,GeForce GTX 460,1,675,,,,
ECS,NGTX460-1GPI-F1,GeForce GTX 460,1,675,,,,
EVGA,01G-P3-1377-TR,GeForce GTX 460,1,850,,Black / Silver,209,
EVGA,01G-P3-1380-KR,GeForce GTX 460,1,850,,Black / Silver,209,
EVGA,01G-P3-1467-AR,GeForce GTX 465,1,625,,Black / Silver,,
Gigabyte,GV-N465MT-1GI,GeForce GTX 465,1,607,,,,
MSI,HAWK TALON ATTACK,GeForce GTX 460,1,810,,Black / Silver,237,
MSI,N465GTX-M2D1G,GeForce GTX 465,1,607,,Black / Red,243,
MSI,TWIN FROZR II,GeForce GTX 480,1.5,700,,,264,
Sparkle,SXX5801536D5NM,GeForce GTX 580,1.5,772,,Black / Purple,267,
Zotac,ZT-50202-10P,GeForce GTX 570,1.25,780,,Black / Orange,266,
Zotac,ZT-50101-10P,GeForce GTX 580,1.5,772,,Black / Orange,266,
PNY,RVCGGTX465XXB,GeForce GTX 465,1,607,,,,
PNY,RVCGGTX470XXB,GeForce GTX 470,1.25,607,,,,
PNY,RVCGGTX480XXB,GeForce GTX 480,1.5,700,,,,
Sparkle,SXX4601024D5UNM,GeForce GTX 460,1,700,,Black / Purple,,
Sparkle,SXX4602048D5SNM,GeForce GTX 460,2,700,,Black / Purple,209,
Sparkle,SXX4651024D5-NM,GeForce GTX 465,1,607,,,,
EVGA,01G-P3-1563-AR,GeForce GTX 560 Ti,1,900,,Black / Gold,228,
ECS,NGTX570-1280PI-F,GeForce GTX 570,1.25,732,,,,
ECS,N8400GSC-1GQS-F,GeForce 8400 GS,1,520,,,,
ECS,NBGTS450-1GPI-F,GeForce GTS 450,1,850,,,215.9,
ECS,NGT430C-1GQR-F,GeForce GT 430,1,700,,Black / Silver,,
ECS,NGTS450-1GPI-F,GeForce GTS 450,1,783,,Black,,
ECS,NGTS450-1GPI-F1,GeForce GTS 450,1,783,,,,
ECS,NS8400GS2C-512SS-H,GeForce 8400 GS,0.5,567,,,,
ECS,NS8400GSC-1GQS-H,GeForce 8400 GS,1,,,,,
EVGA,01G-P3-1435-LR,GeForce GT 430,1,735,,Black / Green,,
Gigabyte,GV-R567D3-1GI,Radeon HD 5670,1,775,,Black / Blue,,
MSI,N440GT-MD1GD3/LP,GeForce GT 440,1,810,,Black / Silver,,
MSI,CYCLONE,GeForce GTS 450,1,850,,Black / White,210,
MSI,N450GTS-M2D1GD5/OC,GeForce GTS 450,1,850,,Black / Red,,
MSI,N570GTX-M2D12D5/OC,GeForce GTX 570,1.25,786,,Black / Blue,268,
MSI,HAWK,Radeon HD 6870,1,930,,Black / Silver,254,
Sapphire,100289-2L,Radeon HD 5670,1,,,,,
Sapphire,100314FLEX,Radeon HD 6870,1,900,,,,
Sparkle,SX560T1024D5MH,GeForce GTX 560 Ti,1,820,,Black / Blue,209,
Sparkle,SXS4501024D5SNP,GeForce GTS 450,1,789,,,209,
Sparkle,SXS4501024D5SNS,GeForce GTS 450,1,789,,Black / Blue,209,
Sparkle,X450G,GeForce GTS 450,1,850,,,209,
Sparkle,SXT4301024S3LNM,GeForce GT 430,1,700,,Green / Silver,144,
Sparkle,SXT4302048S3LNM,GeForce GT 430,2,700,,Green / Silver,144,
Sparkle,SXT430512S3LNM,GeForce GT 430,0.5,700,,Green / Silver,144,
XFX,HD-545X-ZHF2,Radeon HD 5450,1,650,,Black / Red,,
Zotac,ZT-40601-20L,GeForce GT 430,1,700,,Blue / Silver,144,
Zotac,ZT-40603-10L,GeForce GT 430,1,700,,Black / Orange,144,
Zotac,ZT-40701-10L,GeForce GT 440,0.5,810,,Black / Orange,144,
Zotac,ZT-40501-10L,GeForce GTS 450,1,810,,Black / Orange,209,
EVGA,01G-P3-1452-TR,GeForce GTS 450,1,882,,Black / Gold,209,
PNY,VCGGTS4501XPB,GeForce GTS 450,1,783,,Black / Green,209,
MSI,TWIN FROZR II GE,GeForce GTX 560 Ti,1,900,,Black / Orange,,
Sparkle,SXT4401024S3NM,GeForce GT 440,1,810,,,209,
Sparkle,SXT440512D5NM,GeForce GT 440,0.5,810,,Black / Blue,209,
XFX,PV-T95G-ZNF2,GeForce 9500 GT,1,550,,Black / Green,167,
Asus,EAH6970 DCII/2DI4S/2GD5,Radeon HD 6970,2,890,,Black / Red,297,
PowerColor,AX6970 2GBD5-PP2DHG,Radeon HD 6970,2,940,,,275,
XFX,HD695XZDDC,Radeon HD 6950,1,830,,Black / Silver,256,
PowerColor,AX6850 1GBD5-PPDHG,Radeon HD 6850,1,820,,Black / Red,215,
XFX,HD-575X-ZMF3,Radeon HD 5750,1,700,,Black / Red,200,
PowerColor,AX5670 1GBK3-H,Radeon HD 5670,1,775,,,182,
Biostar,VA4352NH56,Radeon HD 4350,0.5,600,,Red / White,,
Gigabyte,GV-N440D3-1GI,GeForce GT 440,1,830,,,,
Zotac,ZT-50402-10L,GeForce GTX 550 Ti,1,1000,,Black / Orange,187,
VisionTek,900359,Radeon HD 6990,4,830,,,,
HIS,H467PR1GH,Radeon HD 4670,1,750,,Blue / Silver,,
HIS,H545HR1G,Radeon HD 5450,1,650,,Black / Green,,
HIS,H555HB512,Radeon HD 5550,0.5,550,,,,
HIS,H557HO2G,Radeon HD 5570,2,650,,Black / Blue,,
HIS,H557HR1G,Radeon HD 5570,1,650,,Black / Blue,,
HIS,H567FO1G,Radeon HD 5670,1,775,,Black / Green,180,
HIS,H567Q1GD,Radeon HD 5670,1,775,,Blue / Silver,,
HIS,H575QS1GD,Radeon HD 5750,1,700,,Black / Silver,,
HIS,H577QT1GD,Radeon HD 5770,1,875,,Blue / Silver,,
HIS,H687QNT1G2M,Radeon HD 6870,1,920,,Green,,
HIS,H687QNX1G2M,Radeon HD 6870,1,975,,Green,,
