brand,model,form_factor,eff_rating,wattage,modular,color,price
GAMDIAS,ASTRAPE M1,ATX,80+,550,No,Black / Multicolor,
Solid Gear,SDGR-FLEX220,Flex ATX,,220,No,,29.29
Thermaltake,TR2 RX,ATX,80+ Bronze,850,Semi,,
FSP Group,FSP220-60LE(80),Mini ITX,80+,220,No,,79.98
Apevia,Beast,ATX,,550,No,,
Fractal Design,IntegraR2,ATX,80+ Bronze,650,No,,
Thermaltake,Toughpower DPS G,ATX,80+ Gold,750,Full,,
Corsair,HX,ATX,80+ Gold,650,Semi,,
Deepcool,DN400,ATX,,400,No,,
Antec,VP,ATX,,500,No,,
Enermax,RevoBron TGA,ATX,80+ Bronze,700,Semi,Black,
Antec,High Current Gamer,ATX,80+ Bronze,750,Semi,,
SeaSonic,G,ATX,80+ Gold,360,No,,
Silverstone,Strider,ATX,80+ Silver,850,Full,,145.00
Rosewill,HIVE,ATX,80+ Bronze,750,Semi,,109.99
Raidmax,Cobra,ATX,80+ Bronze,500,No,,
GameMax,GM,ATX,80+ Bronze,300,No,Silver,
be quiet!,PurePower9CM,ATX,80+ Silver,600,Semi,,227.92
be quiet!,PurePower10CM,ATX,80+ Silver,500,Semi,,
SeaSonic,X Series,ATX,80+ Gold,1250,Full,,
Cooler Master,MasterWattTUFGamingAlliance,ATX,80+ Bronze,650,Semi,Black / Gray,
Antec,High Current Gamer,ATX,80+ Bronze,850,Semi,,
Super Flower,LEADEXSpecialEdition,ATX,80+ Platinum,1000,Full,Black,
Thermaltake,TR2,ATX,80+,800,No,,
Zalman,TX,ATX,,700,No,,
Cooler Master,GX,ATX,80+,650,No,,
Athena Power,AP-P4ATX80FEP8,ATX,80+ Bronze,800,No,,
Apex,AL-D500EXP,ATX,,500,No,,
Phanteks,PH-P550GF,ATX,80+ Gold,550,No,Black,
Raidmax,Cobra,ATX,80+ Bronze,600,No,,
Deepcool,DQ550ST,ATX,80+ Gold,550,No,,
Enermax,Platimax,ATX,80+ Platinum,1500,Full,,
be quiet!,STRAIGHTPOWER10CM,ATX,80+ Gold,800,Semi,,
In Win,PB,ATX,80+ Gold,850,Full,,
GameMax,GT,TFX,80+ Bronze,300,No,Silver,
Super Flower,LeadexTitanium,BTX,80+ Titanium,1600,Full,Black,
SilentiumPC,Supremo L2,ATX,80+ Gold,650,No,Black,
be quiet!,StraightPower11,ATX,80+ Platinum,550,Full,Black,
Antec,NeoECO,ATX,80+ Bronze,620,No,,
Corsair,CXM V2 (2017),ATX,80+ Bronze,850,Semi,Black / White,
XFX,XTR,ATX,80+ Gold,750,Full,,
LEPA,G Series,ATX,80+ Gold,1600,Full,,
Cooler Master,SilentProGold,ATX,80+ Gold,1200,Semi,,
SeaSonic,PRIME PX,ATX,80+ Platinum,850,Full,Black / Silver,499.99
Enermax,MaxTytan,ATX,80+ Titanium,800,Full,,
Zalman,ZM-600-GT,ATX,80+ Bronze,600,Semi,,
In Win,P,ATX,80+ Gold,750,Full,Black,
Super Flower,LeadexTitanium,BTX,80+ Titanium,1000,Full,Black,
Fractal Design,NewtonR3,ATX,80+ Platinum,800,Semi,,400.59
SeaSonic,M12II,ATX,80+ Bronze,650,Semi,,
OCZ,ModXStream Pro,ATX,80+,500,Semi,,
SeaSonic,X,ATX,80+ Gold,650,Full,,
Cougar,GX,ATX,80+ Gold,800,Full,Black / Gold,
SHARKOON,SilentStorm Icewind,ATX,80+ Bronze,550,Semi,White / Black,
SHARKOON,SilentStorm Icewind,ATX,80+ Bronze,650,Semi,White / Black,
EVGA,GS,ATX,80+ Gold,1050,Full,,
BitFenix,Whisper M,ATX,80+ Gold,450,Full,,
SeaSonic,PRIME,ATX,80+ Gold,650,Full,Black,
FSP Group,HydroGE,ATX,80+ Gold,550,Full,,99.99
Raidmax,Vampire,ATX,80+ Gold,800,Semi,,
Deepcool,DQ650ST,ATX,80+ Gold,650,No,,
Cooler Master,Thunder,ATX,,500,No,,
Cougar,CMX700V3,ATX,80+ Bronze,700,Semi,,
Apevia,AD,ATX,,500,No,Black,
Thermaltake,Toughpower,ATX,80+ Gold,650,Semi,,
be quiet!,PurePower10,ATX,80+ Bronze,300,No,,102.82
Apevia,ATX-JV650W,ATX,,650,No,,
Thermaltake,Smart,ATX,80+ Bronze,650,Semi,,
SeaSonic,TFX 350,TFX,80+ Gold,350,Full,,
RIOTORO,ENIGMA G2,ATX,80+ Gold,850,Full,Black / Yellow,
Antec,High Current Gamer,ATX,80+ Bronze,900,No,,
Cooler Master,EliteV2,ATX,,550,No,,
Fractal Design,IntegraR2,ATX,80+ Bronze,500,No,,
Cooler Master,MasterWattTUFGamingAlliance,ATX,80+ Bronze,550,Semi,Black / Gray,
XFX,XTR,ATX,80+ Gold,650,Full,,182.36
Silverstone,Strider,ATX,80+ Gold,650,Full,,
Raidmax,RX-1000AE,ATX,80+ Gold,1000,Semi,,
PC Power & Cooling,RX-1000AESilencerMkII,ATX,80+ Silver,750,No,,
SeaSonic,Snow Silent,ATX,80+ Platinum,750,Full,,
SeaSonic,Platinum,ATX,80+ Platinum,860,Full,,
Antec,High Current Gamer,ATX,80+ Bronze,520,Semi,,
XFX,XT,ATX,80+ Bronze,500,No,,
Corsair,TX,ATX,80+ Bronze,750,No,,
FSP Group,HydroGPro,ATX,80+ Gold,1000,Full,Black,195.74
Silverstone,Strider,ATX,80+ Bronze,600,No,,134.43
Thermaltake,Toughpower Grand RGB Sync Edition,ATX,80+ Gold,650,Full,Black,
Corsair,GS,ATX,80+ Bronze,800,No,,
SHARKOON,SilentStorm Icewind Black,ATX,80+ Bronze,650,Semi,Black,
EVGA,SuperNOVA Classified,ATX,80+ Gold,1500,Full,,
Cougar,COUGAR-GX700,ATX,80+ Gold,700,Full,,
Super Flower,LeadexIIIARGBPro,ATX,80+ Gold,650,Full,Black,159.99
CoolMax,ZU-900B,ATX,80+ Bronze,900,Semi,,219.28
Diablotek,PSDA350,ATX,,350,No,,39.99
Antec,VP,ATX,,600,No,,
be quiet!,PurePower10,ATX,80+ Silver,600,No,,146.83
Antec,Basiq,ATX,80+,550,Semi,,
Cooler Master,MWE,ATX,80+,550,No,,
SHARKOON,SilentStorm Icewind Black,ATX,80+ Bronze,750,Semi,Black,
SeaSonic,PRIME PX,ATX,80+ Platinum,750,Full,Black / Silver,180.98
Cooler Master,Elite,ATX,,460,No,,
be quiet!,PUREPOWERL8400W,ATX,80+ Bronze,400,No,,
SeaSonic,PRIME Gold,ATX,80+ Gold,850,Full,,
SeaSonic,PRIME Platinum,ATX,80+ Platinum,650,Full,,
Silverstone,Strider,ATX,80+ Gold,850,Full,,
Raidmax,Cobra,ATX,80+ Bronze,400,No,,
Rosewill,RD-Z,ATX,80+,400,No,Black,
Thermaltake,Smart BX1,ATX,80+ Bronze,450,No,Black,
Antec,High Current Gamer Extreme,ATX,80+ Gold,1000,Full,,
Corsair,CX,ATX,80+,400,No,,
Ultra,LSP750,ATX,,750,No,,
Cooler Master,VSemi-Modular,ATX,80+ Gold,650,Semi,,
Apevia,Prestige,ATX,80+ Gold,1000,No,Black,
be quiet!,POWER2,SFX,80+ Bronze,300,No,,120.23
Gigabyte,GreenMax Plus,ATX,80+ Bronze,650,No,,
SeaSonic,S12II,ATX,80+ Bronze,750,Full,,243.00
Super Flower,LeadexSilver,ATX,80+ Silver,550,Full,,
Cooler Master,Thunder,ATX,,600,No,,
Thermaltake,Smart DPS G,ATX,80+ Gold,650,Semi,,
GameMax,GM,ATX,80+ Gold,1650,No,Black,
Phanteks,PH-P650GS,ATX,80+ Gold,650,No,Black,
SeaSonic,X,ATX,80+ Gold,400,Full,,
EVGA,SuperNOVA T2,ATX,80+ Titanium,750,Full,,
be quiet!,STRAIGHTPOWER10CM,ATX,80+ Gold,600,Semi,,
EVGA,G2L,ATX,80+ Gold,750,Full,,
Super Flower,LeadexTitanium,BTX,80+ Titanium,750,Full,Black,
Thermaltake,TR2,ATX,80+ Bronze,450,No,,161.59
Montech,CENTURY,ATX,80+ Gold,550,Full,Black,
be quiet!,PurePower10CM,ATX,80+ Silver,600,Semi,,
Cooler Master,SilentProM,ATX,80+,600,Full,,
Rosewill,Green,ATX,80+,630,No,,
FSP Group,FSP300-60LG,Mini ITX,80+ Bronze,300,No,,
XFX,TS,ATX,80+ Gold,550,No,,
SeaSonic,PRIME Titanium,ATX,80+ Titanium,650,Full,,
Silverstone,Strider,ATX,80+ Bronze,600,Full,,179.37
Antec,True Power,ATX,80+ Gold,750,No,,
Antec,Earthwatts Green,ATX,80+ Bronze,450,No,,
Corsair,G,ATX,80+,700,No,,
Aerocool,P7 Platinum,ATX,80+ Platinum,850,Full,Black,
Apex,SL-275TFX,TFX,,275,No,,34.98
SeaSonic,M12II,ATX,80+ Bronze,750,Semi,,
SeaSonic,X,ATX,80+ Gold,1050,Full,,
SeaSonic,Platinum,ATX,80+ Platinum,760,Full,,
Cooler Master,SilentProGold,ATX,80+ Gold,1000,Semi,,
Corsair,VS,ATX,80+,350,No,Black,
be quiet!,PurePower9,ATX,80+ Silver,500,Semi,,
SeaSonic,G,ATX,80+ Gold,750,Semi,,
PC Power & Cooling,GSilencerMkII,ATX,80+ Silver,950,No,,
be quiet!,POWER2,SFX,80+ Bronze,400,No,,
Zalman,ZM500-RS,ATX,80+,500,No,,
LEPA,N,ATX,,500,No,,
FSP Group,Berzerker,ATX,80+ Bronze,500,No,,
Corsair,G,ATX,80+,800,No,,
Cougar,CMX850V3,ATX,80+ Bronze,850,Semi,,
SeaSonic,SSP-300SUG,Flex ATX,80+ Gold,300,No,,
Antec,High Current Pro,ATX,80+ Platinum,1300,Full,,
Corsair,AX,ATX,80+ Gold,650,Full,,
Cooler Master,SilentProHybrid,ATX,80+ Gold,1300,Full,,
Corsair,VX,ATX,80+,450,No,,
Azza,PSAZ-500B12,ATX,,500,No,,
SeaSonic,PRIME Gold,ATX,80+ Gold,1000,Full,,
Antec,Earthwatts Green,ATX,80+,500,No,,114.73
Xilence,Performance A+,ATX,80+ Bronze,730,No,Black / Red,125.21
Fractal Design,IntegraM,ATX,80+ Bronze,550,Semi,,
Antec,VP,ATX,80+,550,No,,
NZXT,HALE90 V2,ATX,80+ Gold,1200,Full,,
Antec,True Power,ATX,80+ Bronze,750,Semi,,
Xigmatek,ACXTNRP-PC502,ATX,80+ Bronze,500,No,,
Xigmatek,NRP-PC602,ATX,80+ Bronze,600,No,,
Antec,High Current Gamer,ATX,80+ Bronze,620,No,,
Thermaltake,TR2,ATX,,700,No,,
XFX,TS,ATX,80+ Gold,650,No,,
be quiet!,PUREPOWERL8350W,ATX,80+ Bronze,350,No,,
Silverstone,Nightjar,ATX,80+ Platinum,520,Full,,
be quiet!,PUREPOWERL8,ATX,80+ Bronze,530,Semi,,
GameMax,GM-1050,ATX,80+ Silver,1050,Semi,,
Super Flower,LeadexPlatinum,ATX,80+ Platinum,1200,Full,,
GAMDIAS,Cyclops X1 P,ATX,80+ Platinum,1200,Full,Black / Multicolor,
Cougar,GX-F,ATX,80+ Gold,650,Full,Black / Orange,
Cooler Master,eXtremePowerPlus,ATX,,700,No,,
Cooler Master,MasterWattLite230V,ATX,80+,400,No,,
XFX,Core Edition,ATX,80+ Bronze,650,No,,
CoolMax,ZPG-1200B,ATX,80+ Gold,1200,Semi,,307.27
Apevia,ATX-JP1000W,ATX,80+ Bronze,1000,No,,
be quiet!,PurePower10CM,ATX,80+ Silver,400,Semi,,
Corsair,TX,ATX,80+ Bronze,650,No,,
be quiet!,SystemPower8,ATX,80+,500,No,,
be quiet!,PUREPOWERL7|530W,ATX,80+,530,No,,
Silverstone,Strider,ATX,80+,700,No,,
SHARKOON,WPM Bronze,ATX,80+ Bronze,500,Semi,,
be quiet!,PUREPOWERL8500W,ATX,80+ Bronze,500,No,,
Cooler Master,SilentProM2,ATX,80+ Silver,850,Semi,,
SeaSonic,SS-300ES Bronze,ATX,80+ Bronze,300,No,,71.44
SeaSonic,X,ATX,80+ Gold,750,Full,,
be quiet!,DarkPowerPro10,ATX,80+ Gold,750,Semi,,
Thermaltake,TR2,ATX,80+ Gold,700,No,,
Corsair,TX,ATX,80+ Bronze,650,No,,
be quiet!,STRAIGHTPOWERE9|580WCM,ATX,80+ Gold,580,Semi,,
Thermaltake,TR2,ATX,,430,No,,
Fractal Design,NewtonR3,ATX,80+ Platinum,600,Semi,,302.58
FSP Group,RaiderS750,ATX,80+ Silver,750,No,,
FSP Group,HydroG,ATX,80+ Gold,650,Full,,
RIOTORO,ENIGMA G2,ATX,80+ Gold,650,Full,Black / Yellow,
Cooler Master,VSemi-Modular,ATX,80+ Gold,750,Semi,,
NZXT,HALE82 V2,ATX,80+ Bronze,700,Full,,
Antec,High Current Gamer,ATX,80+ Bronze,520,No,,
SeaSonic,PRIME Gold,ATX,80+ Gold,750,Full,,
Thermaltake,Smart,ATX,80+,430,No,,142.59
Tacens,Radix VII AG,ATX,80+ Silver,600,No,Black,
StarTech,ATX2POWER350,ATX,,350,No,,51.49
Cooler Master,SilentProM,ATX,80+ Bronze,850,Semi,,
Cooler Master,i500,ATX,80+ Bronze,500,No,,
Cooler Master,GX,ATX,80+,750,Semi,,
RIOTORO,BUILDER,ATX,80+,500,No,Black / Red,99.96
Thermaltake,Toughpower DPS G,ATX,80+ Gold,550,Full,,
Thermaltake,Toughpower,ATX,80+ Silver,1200,Semi,,498.59
XFX,ProSeries,ATX,80+ Bronze,450,No,,147.59
FSP Group,HydroG,ATX,80+ Gold,850,Full,,
Raidmax,RX-850AE,ATX,80+ Gold,850,Semi,,
Raidmax,XT,ATX,,400,No,,
Cooler Master,SilentProM2,ATX,80+ Bronze,720,Semi,,
FSP Group,FSP500-50FGGBN,Flex ATX,80+ Gold,500,No,,
Sentey,MBP HM,ATX,80+ Bronze,750,Semi,Black,
Cooler Master,MWE,ATX,80+,400,No,Black,
SeaSonic,CORE GM,ATX,80+ Gold,550,Semi,Black,
Antec,Earthwatts,ATX,80+ Bronze,500,No,,176.59
GameMax,GM,ATX,80+ Gold,1800,No,Black,
be quiet!,TFXPower2,TFX,80+ Gold,300,No,,176.52
SeaSonic,PRIME Ultra Platinum,ATX,80+ Platinum,650,Full,Black,
SeaSonic,PRIME Ultra Gold,ATX,80+ Gold,550,Full,Black,
Antec,High Current Gamer,ATX,80+ Bronze,850,Full,Black,
FSP Group,PT1200FM,ATX,80+ Platinum,1200,Full,,
Antec,NeoECO,ATX,80+ Bronze,520,No,,
Cooler Master,NewGX,ATX,80+,550,No,,
Thermaltake,Toughpower DPS G RGB Titanium,ATX,80+ Titanium,850,Full,,
GAMDIAS,ASTRAPE P1 G,ATX,80+ Gold,750,Full,Black / Multicolor,
be quiet!,STRAIGHTPOWER10CM,ATX,80+ Gold,700,Semi,,
Xilence,Performance A+ III,ATX,80+ Bronze,450,No,Black / Red,
Silverstone,Strider,ATX,80+ Gold,700,No,,
Cougar,GX-S,ATX,80+ Gold,550,No,,
OCZ,Fatal1ty,ATX,80+ Gold,1000,Semi,,441.59
OCZ,ZT,ATX,80+ Bronze,750,Full,,
Super Flower,LeadexPlatinum,ATX,80+ Platinum,750,Full,Black,
Antec,True Power,ATX,80+ Bronze,550,Full,,
Thermaltake,TR2,ATX,,600,No,,
Thermaltake,Black Widow,ATX,80+ Bronze,850,Semi,,
XFX,XT,ATX,80+ Bronze,600,No,,
Cooler Master,MasterWattMaker,ATX,80+ Titanium,1200,Full,,
EVGA,GD,ATX,80+ Gold,650,No,Black,
Cooler Master,SilentProM2,ATX,80+ Silver,1000,Semi,,
Sparkle,ATX-300PA,ATX,,300,No,,54.82
Apevia,Spirit,ATX,,700,No,,
Cooler Master,SilentProM,ATX,80+ Bronze,1000,Semi,,
Cooler Master,Extreme2,ATX,,525,No,,
Diablotek,PSDA320M,Micro ATX,,320,No,,
Zalman,zm-750-XG,ATX,80+ Gold,750,Semi,,
SeaSonic,Platinum,ATX,80+ Platinum,1200,Full,,
Super Flower,LeadexGold,ATX,80+ Gold,650,Full,,
Thermaltake,Toughpower,ATX,80+ Gold,850,Semi,,
Enermax,MaxTytan,ATX,80+ Titanium,750,Full,Black,239.99
Antec,High Current Pro,ATX,80+ Platinum,1000,Full,,
PC Power & Cooling,High Current ProSilencerMKIII,ATX,80+ Bronze,500,Semi,,
Cooler Master,eXtremePowerPlus,ATX,,500,No,,206.49
Enermax,RevoBron TGA,ATX,80+ Bronze,500,Semi,Black,
Corsair,CX,ATX,80+ Bronze,600,No,,
Fractal Design,EdisonM,ATX,80+ Gold,750,Semi,,
EVGA,Classified SR-2,ATX,80+ Silver,1200,Full,,
Thermaltake,TR2,ATX,80+ Bronze,750,Semi,,
Cougar,LX,ATX,80+ Bronze,500,Full,Black,
Thermaltake,Toughpower DPS G RGB Titanium,ATX,80+ Titanium,1000,Full,,
Zalman,zm-650-XG,ATX,80+ Gold,650,Semi,,
XFX,P1-650X-XXB9,ATX,80+ Bronze,650,Semi,,
Cougar,CMX1200V3,ATX,80+ Bronze,1200,Semi,,
Super Flower,LeadexGold,ATX,80+ Gold,750,Full,,
Super Flower,LeadexPlatinum,ATX,80+ Platinum,1000,Full,,
Rosewill,Capstone,ATX,80+ Gold,450,No,,
Cooler Master,eXtremePower,ATX,,600,No,,
Sentey,XPP725-PS,ATX,,725,Semi,,
FSP Group,Raider550,ATX,80+ Bronze,550,No,,
Cooler Master,GM,ATX,80+ Bronze,450,Semi,,
NZXT,HALE82N,ATX,80+ Bronze,650,No,,
OCZ,ZX,ATX,80+ Gold,1250,Full,,
Antec,VP,ATX,,350,No,,
SeaSonic,Platinum,ATX,80+ Platinum,520,Full,,
In Win,IP-S300FF1-0,TFX,80+,300,No,,57.99
Super Flower,GoldenGreenHX,ATX,80+ Gold,650,No,,
SeaSonic,X,ATX,80+ Gold,750,Full,,
Cooler Master,SilentProM2,ATX,80+ Bronze,620,Semi,,
SHARKOON,SilentStorm Icewind Black,ATX,80+ Bronze,550,Semi,Black,
NZXT,HALE82 V2,ATX,80+ Bronze,550,Full,,
be quiet!,PowerZone,ATX,80+ Bronze,650,Full,,
FSP Group,Berserker500,ATX,80+ Bronze,500,No,,
LEPA,MX-F1,ATX,,600,No,,
Super Flower,LeadexPlatinum,ATX,80+ Platinum,1200,Full,,
Rosewill,VALENS-600,ATX,80+ Gold,600,No,,146.99
Antec,Earthwatts,ATX,80+ Platinum,450,No,,
Apevia,ATX-CB700W,ATX,,700,No,,
Cougar,VTX,ATX,80+ Bronze,700,No,,
Corsair,TX,ATX,80+ Bronze,850,No,,
SHARKOON,WPM Bronze,ATX,80+ Bronze,700,Semi,,
Thermaltake,Toughpower XT,ATX,80+ Bronze,650,Full,,
be quiet!,PUREPOWERL8,ATX,80+ Bronze,600,No,,
Rosewill,HERCULES-1600,ATX,80+ Silver,1600,Semi,,
Cooler Master,VGoldV2,ATX,80+ Gold,550,Full,Black,
SeaSonic,M12II,ATX,80+ Bronze,850,Semi,,
Rosewill,RD-Z,ATX,80+,450,No,Black,
SeaSonic,M12II EVO,ATX,80+ Bronze,850,Full,Black,
SeaSonic,X,ATX,80+ Gold,650,Full,,
Rosewill,Stallion,ATX,,700,No,,
Rosewill,ARC M650,ATX,80+ Bronze,650,Semi,,
Fractal Design,IntegraM,ATX,80+ Bronze,450,Semi,,
Raidmax,Cobra,ATX,80+ Gold,1200,Semi,Black / Gold,
OCZ,Fatal1ty,ATX,80+ Bronze,750,Semi,,
SHARKOON,SilentStorm,SFX,80+ Bronze,450,No,Black,
XFX,P1-550S-XXB9,ATX,80+ Bronze,550,No,,
PC Power & Cooling,P1-550S-XXB9SilencerMKIII,ATX,80+ Gold,750,Semi,,
EVGA,PQ,ATX,80+ Platinum,1000,Semi,Black,
Enermax,REVOLUTION SFX,SFX,80+ Gold,550,Full,,147.49
Corsair,Vengeance,ATX,80+ Bronze,550,Semi,,
Thermaltake,Toughpower Grand,ATX,80+ Platinum,700,Semi,,
be quiet!,SystemPower8,ATX,80+,400,No,,
be quiet!,SystemPower8,ATX,80+,600,No,,
be quiet!,DarkPowerPro10,ATX,80+ Platinum,850,Semi,,
GameMax,GM,ATX,80+ Gold,500,Semi,Black,
FSP Group,HEXA85+,ATX,80+ Bronze,550,No,Black,
OCZ,ZX,ATX,80+ Gold,850,Semi,,
Enermax,REVOLUTION DUO,ATX,80+ Gold,600,No,,
Antec,True Power,ATX,80+ Gold,550,No,,
Super Flower,GoldenGreenHX,ATX,80+ Gold,450,No,,
Enermax,REVOLUTION SFX,SFX,80+ Gold,650,Full,Black,
Rosewill,Lightning,ATX,80+ Gold,1000,Semi,,
SeaSonic,M12II,ATX,80+ Bronze,850,Full,,
be quiet!,PurePower9,ATX,80+ Silver,400,Semi,,
SeaSonic,FOCUS,ATX,80+ Gold,500,Semi,Black,
Silverstone,Strider,ATX,80+ Silver,600,Full,,
Antec,High Current Pro,ATX,80+ Gold,850,Semi,,391.59
Corsair,CSM,ATX,80+ Gold,550,Semi,,
Antec,True Power,ATX,80+ Bronze,750,Full,,
OCZ,Fatal1ty,ATX,80+,550,Semi,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,650,Semi,,
Zalman,ZM600-ST,ATX,80+,600,No,,
Raidmax,Cobra,ATX,80+ Gold,600,Semi,,
Fractal Design,NewtonR3,ATX,80+ Platinum,1000,Semi,,
FSP Group,Raider650,ATX,80+ Bronze,650,No,,
FSP Group,HydroGPro,ATX,80+ Gold,850,Full,Black,
Thortech,Thunderbolt PLUS,ATX,80+ Gold,800,Full,,
SeaSonic,SSP-300SFG,SFX,80+ Gold,300,No,,
be quiet!,STRAIGHTPOWERE9|400W,ATX,80+ Gold,400,No,,
FSP Group,Twins,ATX,80+ Gold,500,No,,
be quiet!,PurePower10,ATX,80+ Silver,400,No,,117.03
Enermax,RevoBron,ATX,80+ Bronze,600,Semi,,
Thermaltake,Toughpower DPS G RGB Gold,ATX,80+ Gold,750,Full,,240.00
XFX,XTR,ATX,80+ Gold,550,Full,,
Fractal Design,EdisonM,ATX,80+ Gold,650,Semi,,
NZXT,HALE90 V2,ATX,80+ Gold,850,Full,,
Silverstone,Strider,ATX,80+,400,No,,
Thermaltake,TR2,ATX,,500,No,,
Diablotek,PHD380M,Micro ATX,,380,No,,
RIOTORO,BUILDER,ATX,80+,600,No,Black / Red,
be quiet!,STRAIGHTPOWERE9680W/CM,ATX,80+ Gold,680,Semi,,
OCZ,ZS,ATX,80+ Bronze,750,No,,
Enermax,ERV1000EWT-G,ATX,80+ Gold,1000,Semi,,199.99
XFX,P1-750S-NLB9,ATX,80+ Bronze,750,No,,165.00
Thermaltake,TR2,ATX,,650,Full,,
Antec,EDGE,ATX,80+ Gold,650,Full,,
OCZ,StealthXstream II,ATX,80+,600,No,,
Thermaltake,TR2,ATX,80+ Gold,600,No,,
FSP Group,AURUMS500W,ATX,80+ Gold,500,No,,
FSP Group,AURUMS400W,ATX,80+ Gold,400,No,,
Thermaltake,Toughpower XT,ATX,80+ Bronze,875,Full,,
Cooler Master,Extreme2,ATX,,475,No,,
Cooler Master,RealPower,ATX,80+,620,Semi,,
GAMDIAS,ASTRAPE M1 B,ATX,80+ Bronze,750,No,Black / Multicolor,
XFX,Core Edition,ATX,80+ Bronze,750,No,,
Cooler Master,SilentProPlatinum,ATX,80+ Platinum,1000,Semi,,
Raidmax,Cobra,ATX,80+ Gold,1000,Semi,,
Sentey,SDP650-SS,ATX,80+,650,No,,
Azza,PSAZ-700A14,ATX,80+ Bronze,700,No,,
Thermaltake,Toughpower DPS G,ATX,80+ Gold,850,Full,,
be quiet!,TFXPower2,TFX,80+ Bronze,300,No,,95.80
Diablotek,PSDA600,ATX,,600,No,,75.00
Antec,High Current Gamer,ATX,80+ Bronze,400,Semi,,180.59
Antec,EarthWatts Platinum,ATX,80+ Platinum,650,No,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,750,Full,,
Antec,High Current Pro,ATX,80+ Platinum,850,Full,,
be quiet!,PurePower10CM,ATX,80+ Silver,700,Semi,,
OCZ,ZT,ATX,80+ Bronze,650,Full,,
Cougar,SL400,ATX,,400,No,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,750,Semi,,
Thermaltake,TR2,ATX,80+ Bronze,600,No,,
be quiet!,DarkPowerPro10,ATX,80+ Gold,550,Semi,,
In Win,Classic,ATX,80+ Platinum,900,Full,,
Silverstone,Strider,ATX,80+ Gold,750,Full,,
Antec,Earthwatts,ATX,80+ Platinum,750,No,,
Raidmax,RX-735AP,ATX,80+ Bronze,735,Semi,,
be quiet!,PUREPOWERL8,ATX,80+ Bronze,700,No,,
Sentey,SDP550-SS,ATX,80+,550,No,,
FSP Group,FSP450-60GHS(85)-R,SFX,80+ Bronze,450,No,,
Ultra,X4 Special Edition,ATX,80+ Bronze,850,Full,,
Thermaltake,Smart DPS G,ATX,80+ Gold,750,Semi,,
Enermax,Platimax D.F.,ATX,80+ Platinum,1050,Full,Black,
SeaSonic,PRIME Ultra Gold,ATX,80+ Gold,650,Full,Black,
Enermax,EPM1200EWT,ATX,80+ Platinum,1200,Full,,
Thermaltake,Litepower,ATX,,600,No,,
Thermaltake,Toughpower Grand,ATX,80+ Platinum,1200,Full,,
PC Power & Cooling,Toughpower GrandSilencerMKIII,ATX,80+ Bronze,600,Semi,,
Antec,True Power,ATX,80+ Bronze,850,Full,,
Raidmax,RX-1200AE,ATX,80+ Bronze,1200,Semi,,
Antec,Earthwatts,ATX,80+ Bronze,550,No,,
EVGA,SuperNOVA NEX1500 Classified,ATX,80+ Gold,1500,Full,,
EVGA,GD,ATX,80+ Gold,550,No,Black,
Ultra,LSP650,ATX,,650,No,,
Enermax,EMG900EWT,ATX,80+ Gold,900,Full,,
Raidmax,RX-535AP,ATX,80+ Bronze,535,Semi,,
Corsair,G,ATX,80+,600,No,,
OCZ,ZS,ATX,80+ Bronze,550,No,,
be quiet!,STRAIGHTPOWER10CM,ATX,80+ Gold,500,Semi,,
Antec,True Power,ATX,80+ Gold,650,No,,
Super Flower,Amazon,ATX,80+ Bronze,300,No,,
Super Flower,GoldenGreenHX,ATX,80+ Gold,550,No,,
Antec,Earthwatts,ATX,80+ Bronze,500,No,,114.98
Xilence,Performance A+,ATX,80+ Bronze,430,No,Black / Red,
SeaSonic,S12G,ATX,80+ Gold,750,No,,
be quiet!,PurePower10,ATX,80+ Bronze,350,No,,110.67
SeaSonic,PRIME Gold,ATX,80+ Gold,650,Full,,
be quiet!,STRAIGHTPOWER10,ATX,80+ Gold,500,No,,
Raidmax,Vampire,ATX,80+ Gold,1000,Semi,,
Corsair,Vengeance,ATX,80+ Bronze,650,Semi,,
Athena Power,AP-TFX40,TFX,80+ Bronze,400,No,,
Antec,Basiq,ATX,,350,No,,99.00
Apevia,ATX-AS500W-BK,ATX,,500,No,,
Apevia,ATX-WA900W,ATX,,900,No,,
Cooler Master,eXtremePower,ATX,,550,No,,
be quiet!,PUREPOWERL7|350W,ATX,80+,350,No,,
be quiet!,DarkPowerPro10,ATX,80+ Gold,650,Semi,,
Enermax,REVOLUTION X't II,ATX,80+ Gold,750,Semi,,
GAMDIAS,ASTRAPE M1,ATX,80+,650,No,Black / Multicolor,
FSP Group,Dagger,SFX,80+ Gold,600,Full,Black,
Raidmax,RX-700AC,ATX,80+ Bronze,700,Semi,,
NZXT,HALE 90,ATX,80+ Gold,850,Full,,
Enermax,EMD625AWT,ATX,80+ Bronze,625,Full,,
PC Power & Cooling,EMD625AWTFatal1tyGaming,ATX,80+ Gold,750,Full,Black / Red,
FSP Group,SFXPro,SFX,80+ Bronze,450,No,Black,
Thermaltake,Toughpower,ATX,80+ Gold,750,No,,262.58
Sparkle,FSP350-60GNV,SFX,,350,No,,59.99
PC Power & Cooling,FSP350-60GNVSilencerMKIII,ATX,80+ Bronze,400,Semi,,
