brand,model,speed,modules,price_per_gb,color,first_word_lat,cas_lat,price
Team,Vulcan 8 GB,DDR3-1600,2 x 4GB,,,11.25,9,
Team,TXD316G2133HC11QC-L 16 GB,DDR3-2133,4 x 4GB,,,10.314,11,
Team,Dark Series 8 GB,DDR3-1600,2 x 4GB,,,11.25,9,
Team,Vulcan 16 GB,DDR3-1600,2 x 8GB,,,11.25,9,
Team,Vulcan 8 GB,DDR3-1600,2 x 4GB,,Red / Amber,11.25,9,
Team,TED38192M1600HC11DC 8 GB,DDR3-1600,2 x 4GB,,Red / Silver,13.75,11,
Team,Elite 2 GB,DDR3-1333,1 x 2GB,,,13.503,9,
Team,Xtreem LV 16 GB,DDR3-2400,2 x 8GB,,,8.333,10,
Wintec,Value 4 GB,DDR3-1600,1 x 4GB,,Green,11.25,9,
Corsair,Vengeance LED 32 GB,DDR4-3466,4 x 8GB,,Black / White,9.233,16,
Patriot,Viper 3 8 GB,DDR3-2133,2 x 4GB,,,10.314,11,
Avexir,Core series 16 GB,DDR3-1333,2 x 8GB,,Black / Blue,13.503,9,
Avexir,Green Tesla 16 GB,DDR4-2666,2 x 8GB,,Black / Green,11.253,15,
Team,Dark 16 GB,DDR4-3000,2 x 8GB,,Black,10.667,16,
VisionTek,900408 8 GB,DDR3-1600,2 x 4GB,14.742,Black,11.25,9,117.94
Mushkin,Blackline RADIOACTIVE 8 GB,DDR3-2666,2 x 4GB,,Yellow / Black,9.002,12,
Mushkin,Stealth 8 GB,DDR3-2666,2 x 4GB,,,9.002,12,
Team,NIGHT HAWK 32 GB,DDR4-3000,2 x 16GB,,Black / Red,10.667,16,
Team,NIGHT HAWK 32 GB,DDR4-3000,2 x 16GB,,Black / White,10.667,16,
Avexir,Raiden 16 GB,DDR4-3000,2 x 8GB,,White / Blue,10.667,16,
Avexir,Core Series 8 GB,DDR3-3100,2 x 4GB,,Black / Blue,7.742,12,
G.Skill,Trident Z 32 GB,DDR4-3200,2 x 16GB,,Black / Yellow,8.75,14,
AMD,AE38G1609U2 8 GB,DDR3-1600,1 x 8GB,,Black / Red,11.25,9,
Avexir,Core Series 8 GB,DDR3-3200,2 x 4GB,,Black / Blue,8.125,13,
ADATA,XPG V2 8 GB,DDR3-3100,2 x 4GB,,,7.742,12,
Corsair,Vengeance RGB Pro 64 GB,DDR4-2933,8 x 8GB,,Black,10.91,16,
Patriot,PX38G1600C11 8 GB,DDR3-1600,1 x 8GB,,Black / Silver,13.75,11,
ADATA,XPG V1.0 4 GB,DDR3-1600,1 x 4GB,,Blue / Silver,13.75,11,
Team,Vulcan 16 GB,DDR4-2800,2 x 8GB,,Black / Red,11.429,16,
Team,Vulcan 4 GB,DDR4-2400,1 x 4GB,,Black / Gray,11.667,14,
Team,Vulcan 8 GB,DDR4-2800,2 x 4GB,,Black / Gray,11.429,16,
Team,Vulcan 32 GB,DDR4-3000,2 x 16GB,,Black / Gray,10.667,16,
GeIL,Evo X II RGB SYNC 16 GB,DDR4-3000,2 x 8GB,,White,10.667,16,
Crucial,Ballistix Sport AT 32 GB,DDR4-3000,4 x 8GB,,Silver / Black,11.333,17,
G.Skill,AEGIS 8 GB,DDR3-1333,2 x 4GB,,,13.503,9,
Corsair,Vengeance LED 32 GB,DDR4-3000,4 x 8GB,,Black / Blue,10,15,
Corsair,Vengeance Pro 64 GB,DDR3-1866,8 x 8GB,,Black / Silver,9.646,9,
Mushkin,Redline 8 GB,DDR3-2400,2 x 4GB,,Red / White,8.333,10,
GeIL,DRAGON 8 GB,DDR3-1600,1 x 8GB,,Black / Gold,13.75,11,
G.Skill,Trident X 16 GB,DDR3-3000,4 x 4GB,,Black / Red,8,12,
Kingston,KVR1333D3E9S/8G 8 GB,DDR3-1333,1 x 8GB,8.738,Green,13.503,9,69.90
Kingston,KVR16R11S8/4EF 4 GB,DDR3-1600,1 x 4GB,12.498,Green,13.75,11,49.99
Mushkin,PROLINE 8 GB,DDR3-1066,1 x 8GB,,Silver,13.133,7,
Crucial,Ballistix Tactical Tracer RGB 32 GB,DDR4-3000,4 x 8GB,,Silver,10,15,
Kingston,KVR13LR9S4/8 8 GB,DDR3-1333,1 x 8GB,,Green,13.503,9,
Crucial,CT16G3ERSLQ41067 16 GB,DDR3-1066,1 x 16GB,,Black,13.133,7,
GeIL,EVO POTENZA 8 GB,DDR3-3000,2 x 4GB,,Black / White,8,12,
Corsair,Dominator Platinum 16 GB,DDR3-2666,2 x 8GB,,Black / Silver,8.252,11,
Corsair,Vengeance Pro 32 GB,DDR3-2666,4 x 8GB,,Black / Red,8.252,11,
Crucial,CT2KIT51272BA1067 8 GB,DDR3-1066,2 x 4GB,,Black / Green,13.133,7,
Kingston,KVR13E9/8I 8 GB,DDR3-1333,1 x 8GB,,Green,13.503,9,
Kingston,KVR16E11/2 2 GB,DDR3-1600,1 x 2GB,42.795,Green,13.75,11,85.59
Corsair,Vengeance Pro 16 GB,DDR3-2933,4 x 4GB,,Black / Red,8.183,12,
Crucial,CT2K16G3R186DM 32 GB,DDR3-1866,2 x 16GB,,Black / Green,13.934,13,
Kingston,KTM-SX316S8/4G 4 GB,DDR3-1600,1 x 4GB,22.320,Green,13.75,11,89.28
Crucial,CT51272BA1067 4 GB,DDR3-1066,1 x 4GB,,Black / Green,13.133,7,
GeIL,DRAGON 4 GB,DDR3-1600,1 x 4GB,,Black,13.75,11,
Corsair,Vengeance Pro Series 16 GB,DDR3-2800,4 x 4GB,,Black / Red,6.429,9,
Corsair,Vengeance Pro 8 GB,DDR3-2666,2 x 4GB,,Black / Red,8.252,11,
HP,647909-B21 8 GB,DDR3-1333,1 x 8GB,21.251,Black / Green,13.503,9,170.01
IBM,00D4964 16 GB,DDR3-1333,1 x 16GB,17.126,Black / Green,13.503,9,274.01
GeIL,EVO Leggera 2 GB,DDR3-1600,1 x 2GB,,Black / Blue,11.25,9,
Mushkin,Essentials 8 GB,DDR3-1866,2 x 4GB,,Black / Green,13.934,13,
Patriot,Viper 3 Low Profile Black 32 GB,DDR3-2133,4 x 8GB,,Black / Silver,10.314,11,
Patriot,Viper 3 Low Profile Red 16 GB,DDR3-1600,2 x 8GB,,Black / Red,12.5,10,
Patriot,Viper 3 Low Profile Red 8 GB,DDR3-1866,2 x 4GB,,Black / Red,10.718,10,
Patriot,Viper 3 Low Profile Black 32 GB,DDR3-1866,4 x 8GB,,Black / Silver,10.718,10,
Patriot,Viper 3 Low Profile Blue 32 GB,DDR3-1866,4 x 8GB,,Black / Blue,10.718,10,
Patriot,Viper 3 Low Profile Black 16 GB,DDR3-2133,2 x 8GB,,Black / Silver,10.314,11,
Mushkin,Essentials 32 GB,DDR3-1866,4 x 8GB,,Black / Green,13.934,13,
Kingston,KVR13E9K3/24I 24 GB,DDR3-1333,3 x 8GB,,Green,13.503,9,
Kingston,KVR13LR9S4/8HA 8 GB,DDR3-1333,1 x 8GB,6.124,Green,13.503,9,48.99
Kingston,KHX18C10K2/8 8 GB,DDR3-1866,2 x 4GB,,Blue / Silver,10.718,10,
Kingston,KHX18C10K2/16 16 GB,DDR3-1866,2 x 8GB,,Blue / Silver,10.718,10,
Kingston,KHX18C10/4 4 GB,DDR3-1866,1 x 4GB,,Blue / Silver,10.718,10,
Corsair,Dominator Platinum 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
Corsair,Dominator Platinum 8 GB,DDR3-2133,2 x 4GB,,Black / Silver,8.439,9,
Patriot,PX34G1333C9 Bundle 8 GB,DDR3-1333,2 x 4GB,,Black / Silver,13.503,9,
VisionTek,900384 2 GB,DDR3-1333,1 x 2GB,23.070,Black / Green,13.503,9,46.14
Corsair,Vengeance LED 32 GB,DDR4-3200,2 x 16GB,,Black / Red,10,16,
Corsair,Vengeance LED 32 GB,DDR4-3000,4 x 8GB,,Black / Blue,10.667,16,
G.Skill,Sniper X 32 GB,DDR4-2400,2 x 16GB,,Black / Camo,14.167,17,
G.Skill,Trident Z 64 GB,DDR4-3200,8 x 8GB,,Black / Yellow,10,16,
G.Skill,Trident Z 64 GB,DDR4-3733,8 x 8GB,,Black,9.108,17,
GeIL,EVO FORZA 8 GB,DDR4-2666,2 x 4GB,,Red / Black,12.003,16,
GeIL,SUPER LUCE 16 GB,DDR4-2400,2 x 8GB,,Black / Red,13.333,16,
GeIL,SUPER LUCE 32 GB,DDR4-2133,2 x 16GB,,,14.065,15,
GeIL,SUPER LUCE RGB 16 GB,DDR4-2666,2 x 8GB,,White,12.003,16,
GeIL,SUPER LUCE RGB 16 GB,DDR4-3000,2 x 8GB,,White,10.667,16,
GeIL,EVO POTENZA 8 GB,DDR3-1600,1 x 8GB,,Black / Red,11.25,9,
Kingston,KVR16R11S8/4KF 4 GB,DDR3-1600,1 x 4GB,9.938,Green,13.75,11,39.75
Corsair,Vengeance LED 32 GB,DDR4-3200,2 x 16GB,,Black / White,10,16,
G.Skill,Sniper X 64 GB,DDR4-3600,4 x 16GB,,Black / Camo,10.556,19,
Kingston,KVR16LR11D8K4/32 32 GB,DDR3-1600,4 x 8GB,14.134,Green,13.75,11,452.28
Corsair,Vengeance Pro 8 GB,DDR3-2133,2 x 4GB,,Black / Red,8.439,9,
Crucial,Ballistix Tactical 32 GB,DDR3-1600,4 x 8GB,,Black / Yellow,10,8,
Avexir,MPower 8 GB,DDR3-2666,2 x 4GB,,Yellow / Black,8.252,11,
Avexir,Core 8 GB,DDR3-2933,2 x 4GB,,Red / Black,8.183,12,
Avexir,Impact ROG 16 GB,DDR4-2666,4 x 4GB,,Black / Red,11.253,15,
Avexir,Core Blue 16 GB,DDR4-2666,4 x 4GB,,Black / Blue,12.753,17,
Avexir,Core Blue 32 GB,DDR4-2666,4 x 8GB,,Black / Blue,12.753,17,
Avexir,Raiden 8 GB,DDR4-3000,2 x 4GB,,White / Blue,10.667,16,
Avexir,Raiden 8 GB,DDR4-3000,2 x 4GB,,Black / Green,10.667,16,
Avexir,Raiden 16 GB,DDR4-3000,4 x 4GB,,White / Blue,10.667,16,
Avexir,Raiden 32 GB,DDR4-3000,4 x 8GB,,White / Blue,10.667,16,
Avexir,Blitz 8 GB,DDR4-3200,2 x 4GB,,Black / Silver,10,16,
Avexir,Blitz 32 GB,DDR4-3200,4 x 8GB,,Black / Red,10,16,
Avexir,Blitz 32 GB,DDR4-3200,4 x 8GB,,Black / Silver,10,16,
Team,T-FORCE DARK Z 16 GB,DDR4-2666,1 x 16GB,,Red / Black,11.253,15,
Team,T-Force Dark Pro 16 GB,DDR4-3200,2 x 8GB,,Black / Red,10,16,
Team,Elite 2 GB,DDR3-1600,1 x 2GB,,Green / Black,13.75,11,
Team,Vulcan 16 GB,DDR3-1600,2 x 8GB,,Orange,11.25,9,
AMD,Radeon R5 Entertainment Series 4 GB,DDR3-1600,1 x 4GB,,Black / Red,13.75,11,
AMD,Radeon R3 Value Series 8 GB,DDR3-1333,1 x 8GB,,Black / Red,13.503,9,
Corsair,Dominator Platinum 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
GeIL,EVO Leggara Series 16 GB,DDR3-1866,2 x 8GB,,Black / Green,10.718,10,
Mushkin,Redline 16 GB,DDR3-1600,2 x 8GB,,Red / Silver,8.75,7,
AMD,Radeon R3 Value Series 8 GB,DDR3-1333,2 x 4GB,,Black / Red,13.503,9,
Kingston,KVR16LL11Q4/32 32 GB,DDR3-1600,1 x 32GB,,White,13.75,11,
Kingston,KHX13C9B1B/8 8 GB,DDR3-1333,1 x 8GB,,Black / Silver,13.503,9,
Kingston,KVR16R11D8K4/32I 32 GB,DDR3-1600,4 x 8GB,,Green,13.75,11,
Crucial,CT32G3ERSLQ41339 32 GB,DDR3-1333,1 x 32GB,,Black,13.503,9,
PNY,MD8192SD3-1866-X9 8 GB,DDR3-1866,1 x 8GB,,Black / Silver,9.646,9,
G.Skill,Flare X 32 GB,DDR4-2400,4 x 8GB,,Red,12.5,15,
GeIL,EVO POTENZA 32 GB,DDR4-2400,2 x 16GB,,Black / Red,11.667,14,
Team,Xtreem 16 GB,DDR3-2666,2 x 8GB,,Blue / White,8.252,11,
Mushkin,Blackline 8 GB,DDR3-2133,2 x 4GB,,Black,9.376,10,
Mushkin,Blackline 16 GB,DDR3-2000,4 x 4GB,,Black,9,9,
Mushkin,Blackline 32 GB,DDR3-2400,4 x 8GB,,Yellow,9.167,11,
Mushkin,Blackline 32 GB,DDR3-2400,4 x 8GB,,Black / White,9.167,11,
Mushkin,Blackline 16 GB,DDR3-2000,4 x 4GB,,Black / White,9,9,
Mushkin,Blackline 8 GB,DDR3-2400,2 x 4GB,,Yellow,9.167,11,
Mushkin,Blackline 16 GB,DDR3-2400,4 x 4GB,,Yellow,9.167,11,
Mushkin,Blackline 8 GB,DDR3-1600,2 x 4GB,,Black,12.5,10,
Mushkin,Redline 16 GB,DDR3-1866,2 x 8GB,,Red,9.646,9,
Mushkin,Redline 32 GB,DDR3-1866,4 x 8GB,,Red,9.646,9,
Mushkin,Redline 16 GB,DDR3-1866,2 x 8GB,,Red,9.646,9,
Crucial,CT32G3ELSLQ4160B 32 GB,DDR3-1600,1 x 32GB,8.093,Blue / Silver,13.75,11,258.99
Kingston,KTM-SX316S/8G 8 GB,DDR3-1600,1 x 8GB,6.872,Green,13.75,11,54.98
Crucial,Ballistix Tactical Tracer 32 GB,DDR4-3000,2 x 16GB,,Silver,10.667,16,
Crucial,Ballistix Sport LT 32 GB,DDR4-2400,4 x 8GB,,Silver,13.333,16,
Kingston,XMP 10th Anniversary Series 16 GB,DDR3-1600,4 x 4GB,,Gray / Silver,11.25,9,
G.Skill,Ripjaws V Series 16 GB,DDR4-3466,4 x 4GB,,Black,9.233,16,
Kingston,ValueRAM 8 GB,DDR4-2133,1 x 8GB,14.999,Black / Green,14.065,15,119.99
Crucial,CT8G3ERSLS4160B 8 GB,DDR3-1600,1 x 8GB,12.374,Green,13.75,11,98.99
Kingston,KVR1333D3E9SK3/12G 12 GB,DDR3-1333,3 x 4GB,11.857,Green,13.503,9,142.28
Mushkin,PROLINE 16 GB,DDR3-1333,1 x 16GB,2.999,Green,13.503,9,47.99
Kingston,KVR13LR9D4/16 16 GB,DDR3-1333,1 x 16GB,6.874,Green,13.503,9,109.99
Kingston,KVR16R11D8K4/16 16 GB,DDR3-1600,4 x 4GB,,Green,13.75,11,
Crucial,CT8G4RFS424A 8 GB,DDR4-2400,1 x 8GB,8.623,Green / Black,14.167,17,68.98
Kingston,KVR16LR11D4K3/48 48 GB,DDR3-1600,3 x 16GB,12.881,Green,13.75,11,618.28
Kingston,KVR18L13Q4/32 32 GB,DDR3-1866,1 x 32GB,8.406,Gray,13.934,13,268.99
Kingston,Predator Series 16 GB,DDR3-1866,4 x 4GB,,Black / Blue,10.718,10,
Kingston,Beast Series 8 GB,DDR3-1866,2 x 4GB,,Black,10.718,10,
Mushkin,Redline 8 GB,DDR3-2133,2 x 4GB,,Red / White,8.439,9,
Mushkin,Redline 16 GB,DDR3-2133,4 x 4GB,,Red / White,8.439,9,
Mushkin,Redline 16 GB,DDR3-2133,4 x 4GB,,Red / White,8.439,9,
Mushkin,Redline 32 GB,DDR3-2133,4 x 8GB,,Red / White,8.439,9,
Crucial,CT25672BD160B 2 GB,DDR3-1600,1 x 2GB,,Green,13.75,11,
Mushkin,Redline 16 GB,DDR3-2133,2 x 8GB,,Red / White,8.439,9,
Crucial,CT3KIT25664BA160B 6 GB,DDR3-1600,3 x 2GB,,Black / Green,13.75,11,
Patriot,Signature 2 GB,DDR3-1333,1 x 2GB,,Blue / Silver,13.503,9,
Crucial,Ballistix Tactical 8 GB,DDR3-1600,1 x 8GB,,Black / Silver,10,8,
Mushkin,Redline 8 GB,DDR3-2400,2 x 4GB,,Red / White,8.333,10,
Mushkin,Redline 16 GB,DDR3-1866,4 x 4GB,,Red / White,8.574,8,
Crucial,CT32G3ERSLQ41067 32 GB,DDR3-1066,1 x 32GB,,Black,13.133,7,
Crucial,CT3KIT51272BD160B 12 GB,DDR3-1600,3 x 4GB,,Green,13.75,11,
Crucial,CT2KIT25672BD160B 4 GB,DDR3-1600,2 x 2GB,,Green,13.75,11,
Mushkin,Redline 8 GB,DDR3-1866,2 x 4GB,,Red / White,8.574,8,
Mushkin,Blackline 16 GB,DDR3-2133,4 x 4GB,,Black / White,10.314,11,
Mushkin,Redline 16 GB,DDR3-2400,4 x 4GB,,Red / White,8.333,10,
Crucial,CT3KIT51272BA1067 12 GB,DDR3-1066,3 x 4GB,,Green,13.133,7,
Apacer,Panther-Golden 8 GB,DDR4-2133,1 x 8GB,,Black / Gold,14.065,15,
Apacer,Commando 32 GB,DDR4-2666,2 x 16GB,,Black / Red,12.003,16,
Apacer,Commando 32 GB,DDR4-2666,4 x 8GB,,Black / Red,12.003,16,
Corsair,Dominator 4 GB,DDR3-1600,2 x 2GB,,Black / Blue,10,8,
Corsair,Dominator GT 6 GB,DDR3-1600,3 x 2GB,,Black / Red,8.75,7,
Corsair,Dominator 4 GB,DDR3-1600,2 x 2GB,,Black / Blue,10,8,
Corsair,Dominator GT 4 GB,DDR3-1600,2 x 2GB,,Black / Red,8.75,7,
Corsair,XMS3 6 GB,DDR3-1600,3 x 2GB,,Black / White,11.25,9,
Crucial,CT8G4RFD824A 8 GB,DDR4-2400,1 x 8GB,,Green / Black,14.167,17,
Crucial,CT12864BA1339 1 GB,DDR3-1333,1 x 1GB,,Green,13.503,9,
Samsung,M393A4K40CB1-CRC4Q 32 GB,DDR4-2400,1 x 32GB,,Green / Black,14.167,17,
Crucial,CT2CP25672BA1067 4 GB,DDR3-1066,2 x 2GB,,Green,13.133,7,
Crucial,CT2KIT12864BA1339 2 GB,DDR3-1333,2 x 1GB,,Green,13.503,9,
Crucial,CT3KIT12864BA1339 3 GB,DDR3-1333,3 x 1GB,,Green,13.503,9,
Crucial,CT3KIT25664BA1067 6 GB,DDR3-1066,3 x 2GB,,Green,13.133,7,
Crucial,CT3KIT25664BA1339 6 GB,DDR3-1333,3 x 2GB,,Green,13.503,9,
Corsair,Dominator GT 6 GB,DDR3-1866,3 x 2GB,,Black / Red,9.646,9,
G.Skill,Flare X 64 GB,DDR4-2933,8 x 8GB,,,9.547,14,
Patriot,Sector 5 4 GB,DDR3-1333,2 x 2GB,,Black / Red,13.503,9,
Patriot,Viper 6 GB,DDR3-1333,3 x 2GB,,Black / Blue,10.503,7,
Patriot,Viper II Sector 5 4 GB,DDR3-1600,2 x 2GB,20.140,Black / Red,10,8,80.56
OCZ,Blade Series 6 GB,DDR3-2000,3 x 2GB,,Black / Silver,9,9,
OCZ,Gold Edition 4 GB,DDR3-1066,2 x 2GB,,Black / Gold,13.133,7,
OCZ,Platinum 6 GB,DDR3-1333,3 x 2GB,,Black / Silver,10.503,7,
Corsair,XMS3 4 GB,DDR3-1333,2 x 2GB,,Black / White,13.503,9,
Corsair,Dominator GT 4 GB,DDR3-1866,2 x 2GB,,Black / Red,9.646,9,
OCZ,Gold 12 GB,DDR3-1600,6 x 2GB,,Black / Gold,10,8,
GeIL,SUPER LUCE RGB 8 GB,DDR4-3000,2 x 4GB,,Black,10.667,16,
Team,T-Force DARK 16 GB,DDR4-2400,4 x 4GB,,Silver / Black,11.667,14,
Team,T-Force DARK 16 GB,DDR4-3000,4 x 4GB,,Silver / Black,10.667,16,
Team,T-Force DARK 16 GB,DDR4-3200,4 x 4GB,,Silver / Black,10,16,
Team,T-Force DARK 64 GB,DDR4-2400,4 x 16GB,,Silver / Black,11.667,14,
Team,T-Force DARK 16 GB,DDR4-2400,4 x 4GB,,Red / Black,11.667,14,
Team,T-Force DARK 16 GB,DDR4-3000,4 x 4GB,,Red / Black,10.667,16,
Team,T-Force DARK 32 GB,DDR4-2400,4 x 8GB,,Red / Black,11.667,14,
OCZ,Signature 4 GB,DDR3-1600,2 x 2GB,,Red / Silver,10,8,
Mushkin,Blackline 6 GB,DDR3-1600,3 x 2GB,,Black / Silver,10,8,
Mushkin,Blackline 6 GB,DDR3-1600,3 x 2GB,,Black / Silver,11.25,9,
Crucial,Ballistix Tracer 2 GB,DDR3-1600,1 x 2GB,,Black / Silver,10,8,
G.Skill,F3-10666CL8D-2GBHK 2 GB,DDR3-1333,2 x 1GB,,Blue / Silver,12.003,8,
G.Skill,F3-12800CL8TU-6GBPI 6 GB,DDR3-1600,3 x 2GB,,Black / Blue,10,8,
Corsair,XMS 6 GB,DDR3-1333,3 x 2GB,,Black / Blue,12.003,8,
Team,T-Force Vulcan 32 GB,DDR4-2400,4 x 8GB,,Silver / Black,11.667,14,
GeIL,Evo Two 4 GB,DDR3-1333,2 x 2GB,,Black / Red,9.002,6,
Kingston,HyperX T1 3 GB,DDR3-2000,3 x 1GB,,Blue,9,9,
Crucial,Ballistix 4 GB,DDR3-1600,2 x 2GB,,Orange,10,8,
Mushkin,Ridgeback 6 GB,DDR3-1600,3 x 2GB,,Black,10,8,
Corsair,XMS3 6 GB,DDR3-1333,3 x 2GB,,Black / Blue,10.503,7,
Kingston,Blu 2 GB,DDR3-1333,2 x 1GB,,Blue / Silver,13.503,9,
GeIL,Evo Two 4 GB,DDR3-2000,2 x 2GB,,Black / Red,9,9,
Kingston,KVR1333D3K3/6GR 6 GB,DDR3-1333,3 x 2GB,,Green,13.503,9,
Team,T-Force Vulcan 64 GB,DDR4-3000,4 x 16GB,,Red / Black,10.667,16,
G.Skill,Ripjaws Series 8 GB,DDR3-1333,4 x 2GB,,Black / Red,13.503,9,
Crucial,Ballistix Tracer 4 GB,DDR3-1333,2 x 2GB,,Blue / Silver,10.503,7,
Kingston,HyperX 2 GB,DDR3-1600,1 x 2GB,,Blue / Silver,11.25,9,
Kingston,HyperX 1 GB,DDR3-1600,1 x 1GB,,Blue / Silver,11.25,9,
Kingston,HyperX 2 GB,DDR3-1333,1 x 2GB,,Blue / White,10.503,7,
Kingston,KVR1333D3/1GR 1 GB,DDR3-1333,1 x 1GB,,Green,13.503,9,
Crucial,Ballistix Tracer 3 GB,DDR3-1600,3 x 1GB,,Blue / Silver,10,8,
Corsair,Dominator 4 GB,DDR3-1600,2 x 2GB,,Black / Blue,10,8,
Corsair,Dominator GT 8 GB,DDR3-1866,4 x 2GB,,Black / Red,9.646,9,
GeIL,Value PLUS 4 GB,DDR3-1333,2 x 2GB,,Black / Silver,13.503,9,
Kingston,HyperX 2 GB,DDR3-1800,2 x 1GB,,Blue / Silver,10,9,
Crucial,Ballistix 4 GB,DDR3-2133,2 x 2GB,,Black / Orange,8.439,9,
OCZ,Reaper 4 GB,DDR3-2000,2 x 2GB,,Black / Silver,9,9,
Crucial,Ballistix Tracer 2 GB,DDR3-1600,1 x 2GB,,Blue / Silver,10,8,
Patriot,Viper Xtreme 6 GB,DDR3-1600,3 x 2GB,,Black / Silver,10,8,
Kingston,Blu 4 GB,DDR3-1333,2 x 2GB,,Blue / Silver,13.503,9,
Kingston,KVR1066D3N7K3/6G 6 GB,DDR3-1066,3 x 2GB,9.678,Green,13.133,7,58.07
GeIL,Value PLUS 6 GB,DDR3-1600,3 x 2GB,,Black / Silver,11.25,9,
OCZ,Gold 4 GB,DDR3-1066,2 x 2GB,,Black / Gold,13.133,7,
Crucial,Ballistix Tracer 2 GB,DDR3-1600,1 x 2GB,,Red / Silver,10,8,
GeIL,Value PLUS 6 GB,DDR3-1600,3 x 2GB,,Black / Silver,10,8,
GeIL,Ultra PLUS 4 GB,DDR3-2000,2 x 2GB,,Black / Silver,9,9,
GeIL,Black Dragon 4 GB,DDR3-1066,2 x 2GB,,Black / Gold,13.133,7,
Crucial,Ballistix Tracer 2 GB,DDR3-1333,1 x 2GB,,Black / Silver,10.503,7,
G.Skill,F3-8500CL7D-2GBNQ 2 GB,DDR3-1066,2 x 1GB,,Red / Silver,13.133,7,
Kingston,HyperX Blu 2 GB,DDR3-1333,1 x 2GB,,Blue / Silver,13.503,9,
Kingston,KVR1066D3N7K3/3G 3 GB,DDR3-1066,3 x 1GB,,Green,13.133,7,
Patriot,Extreme Performance Gaming 6 GB,DDR3-1333,3 x 2GB,,Black / Green,13.503,9,
Crucial,Ballistix Tracer 6 GB,DDR3-1600,3 x 2GB,,Green / Silver,10,8,
Kingston,HyperX 4 GB,DDR3-1600,2 x 2GB,,Blue / White,10,8,
GeIL,Black Dragon 4 GB,DDR3-1333,2 x 2GB,,Black / Gold,13.503,9,
G.Skill,PI 4 GB,DDR3-1600,2 x 2GB,,Black / Blue,7.5,6,
GeIL,Black Dragon 4 GB,DDR3-1600,2 x 2GB,,Black / Gold,11.25,9,
Kingston,HyperX T1 4 GB,DDR3-2250,2 x 2GB,,Blue,8,9,
Kingston,HyperX T1 6 GB,DDR3-2000,3 x 2GB,,Blue,9,9,
Kingston,ValueRAM 2 GB,DDR3-1066,2 x 1GB,,Green,13.133,7,
G.Skill,Flare 4 GB,DDR3-2000,2 x 2GB,,Black / Red,9,9,
OCZ,AMD Black Edition 4 GB,DDR3-1600,2 x 2GB,,Black / Silver,10,8,
Crucial,Ballistix Tracer 2 GB,DDR3-1333,2 x 1GB,,Black / Silver,10.503,7,
Patriot,Viper II Sector 7 Edition 24 GB,DDR3-1333,6 x 4GB,,Black / Blue,13.503,9,
ADATA,Gaming Series 2 GB,DDR3-1600,1 x 2GB,,Black / Silver,11.25,9,
GeIL,Black Dragon 4 GB,DDR3-1600,2 x 2GB,,Black / Gold,10,8,
OCZ,Fatal1ty 4 GB,DDR3-1600,2 x 2GB,,Black / Silver,8.75,7,
GeIL,Ultra PLUS 4 GB,DDR3-1333,2 x 2GB,,Black / Silver,9.002,6,
Kingston,KVR1066D3K2/4GR 4 GB,DDR3-1066,2 x 2GB,,Green,13.133,7,
OCZ,Reaper HPC R2 6 GB,DDR3-1600,3 x 2GB,,Black / Silver,8.75,7,
Corsair,XMS3 2 GB,DDR3-1333,2 x 1GB,,Black / Blue,13.503,9,
Crucial,Ballistix Tracer 6 GB,DDR3-1333,3 x 2GB,,Red / Silver,10.503,7,
Corsair,XMS3 12 GB,DDR3-1600,6 x 2GB,,Black / Blue,11.25,9,
Mushkin,Blackline 6 GB,DDR3-1333,3 x 2GB,,Black / Silver,12.003,8,
Corsair,XMS3 6 GB,DDR3-1600,3 x 2GB,,Black / Blue,10,8,
Mushkin,Blackline 4 GB,DDR3-1600,2 x 2GB,,Black / Silver,11.25,9,
G.Skill,F3-10600CL9D-2GBNQ 2 GB,DDR3-1333,2 x 1GB,,Red / Silver,13.503,9,
Crucial,Ballistix 6 GB,DDR3-1333,3 x 2GB,,Orange / White,10.503,7,
GeIL,Black Dragon 8 GB,DDR3-1600,4 x 2GB,,Black / Gold,11.25,9,
Crucial,Ballistix Tracer 4 GB,DDR3-1600,2 x 2GB,,Black / Silver,10,8,
Crucial,Ballistix Tracer 4 GB,DDR3-1333,2 x 2GB,,Black / Silver,10.503,7,
Crucial,Ballistix Tracer 2 GB,DDR3-1600,2 x 1GB,,Green / Silver,10,8,
GeIL,Black Dragon 12 GB,DDR3-1333,6 x 2GB,,Black / Gold,13.503,9,
Crucial,Ballistix Tracer 2 GB,DDR3-1333,2 x 1GB,,Blue / Silver,10.503,7,
Crucial,Ballistix Tracer 2 GB,DDR3-1333,2 x 1GB,,Red / Silver,10.503,7,
GeIL,Value PLUS 12 GB,DDR3-1333,6 x 2GB,,Black / Silver,13.503,9,
Crucial,Ballistix 6 GB,DDR3-1600,3 x 2GB,,Orange / White,10,8,
Crucial,Ballistix Tracer 3 GB,DDR3-1333,3 x 1GB,,Black / Silver,10.503,7,
Crucial,Ballistix Tracer 3 GB,DDR3-1333,3 x 1GB,,Red / Silver,10.503,7,
Crucial,Ballistix Tracer 3 GB,DDR3-1333,3 x 1GB,,Green / Silver,10.503,7,
