brand,model,speed,modules,price_per_gb,color,first_word_lat,cas_lat,price
Team,Elite 8 GB,DDR4-2400,1 x 8GB,,Black / Green,12.5,15,
Corsair,Dominator Platinum 16 GB,DDR4-3200,4 x 4GB,,Black / Silver,9.375,15,
Corsair,Dominator Platinum 32 GB,DDR4-3000,4 x 8GB,,Black / Silver,10,15,
G.Skill,Trident Z RGB 32 GB,DDR4-2933,2 x 16GB,,Black,10.91,16,
Mushkin,Redline 16 GB,DDR4-2666,2 x 8GB,,Red / White,11.253,15,
Crucial,Ballistix Elite 4 GB,DDR4-2666,1 x 4GB,20.285,Black,12.003,16,81.14
Crucial,Ballistix Elite 8 GB,DDR4-2666,2 x 4GB,,Black,12.003,16,
Team,T-FORCE VULCAN Z 8 GB,DDR4-3200,2 x 4GB,,Red,10,16,
Corsair,Vengeance 8 GB,DDR3-1866,2 x 4GB,,Black / Red,9.646,9,
Klevv,Cras 32 GB,DDR4-2666,4 x 8GB,,Black / Silver,11.253,15,
PNY,MD8192KD3-1866-X9 8 GB,DDR3-1866,2 x 4GB,,,9.646,9,
GeIL,EVO Veloce Series 8 GB,DDR3-1600,2 x 4GB,,Red / Silver,11.25,9,
Corsair,Dominator Platinum 8 GB,DDR3-2133,2 x 4GB,40.572,,8.439,9,324.58
Corsair,Dominator Platinum 32 GB,DDR3-1866,4 x 8GB,,Black / Silver,9.646,9,
Crucial,Ballistix Tactical 4 GB,DDR3-1600,1 x 4GB,,Black / Yellow,10,8,
Kingston,Beast 16 GB,DDR3-1600,4 x 4GB,,Black,11.25,9,
Thermaltake,TOUGHRAM RGB 16 GB,DDR4-4266,2 x 8GB,,White / Silver,8.908,19,
Corsair,Vengeance RGB Pro 64 GB,DDR4-3200,8 x 8GB,,White,10,16,
Kingston,Savage 8 GB,DDR4-2133,2 x 4GB,,Black / White,12.189,13,
Team,T-Force XTREEM 16 GB,DDR4-4133,2 x 8GB,,Black,8.71,18,
Crucial,Ballistix Sport LT 16 GB,DDR4-2400,2 x 8GB,,White / Silver,13.333,16,
G.Skill,Trident Z 16 GB,DDR4-2800,2 x 8GB,,Red / Silver,10.714,15,
G.Skill,Ripjaws V Series 32 GB,DDR4-2800,4 x 8GB,4.714,Black / Red,10.714,15,150.84
G.Skill,Trident Z 16 GB,DDR4-3866,4 x 4GB,,Red / Silver,9.312,18,
G.Skill,Trident Z 8 GB,DDR4-3200,2 x 4GB,,Red / Silver,10,16,
Kingston,D1G64KL110 8 GB,DDR3-1600,1 x 8GB,,Black / Green,13.75,11,
GeIL,Dragon RAM Combo 16 GB,DDR4-3600,4 x 4GB,,White / Gold,9.444,17,
Corsair,Dominator Platinum 64 GB,DDR4-2800,4 x 16GB,,Black / Silver,10.714,15,
Crucial,Ballistix Tactical 64 GB,DDR4-3000,4 x 16GB,,Black,10,15,
Patriot,Viper 4 16 GB,DDR4-3200,4 x 4GB,,Black / Red,10,16,
Kingston,HyperX Predator 16 GB,DDR3-1866,2 x 8GB,,Black,10.718,10,
Corsair,Dominator Platinum 32 GB,DDR4-3333,4 x 8GB,,Black / Silver,9.601,16,
G.Skill,Trident Z 64 GB,DDR4-3400,4 x 16GB,,Red / Silver,9.412,16,
OLOy,WarHawk RGB 32 GB,DDR4-3200,4 x 8GB,,Black / Silver,10,16,
Kingston,Savage 8 GB,DDR4-2666,2 x 4GB,,Black,9.752,13,
Corsair,Vengeance Pro 16 GB,DDR3-1866,2 x 8GB,,Black / Blue,9.646,9,
Crucial,Ballistix Sport XT 16 GB,DDR3-1600,4 x 4GB,,,11.25,9,
Crucial,Ballistix Sport XT 16 GB,DDR3-1866,2 x 8GB,,,10.718,10,
Corsair,Vengeance Pro 16 GB,DDR3-1600,2 x 8GB,,Black / Gold,11.25,9,
Avexir,ROG Red Tesla 16 GB,DDR4-2666,2 x 8GB,,Black / Red,11.253,15,
Avexir,Core Series 16 GB,DDR4-2400,2 x 8GB,,Black / Red,13.333,16,
Corsair,Vengeance LPX 32 GB,DDR4-2400,1 x 32GB,,Black / Yellow,13.333,16,
Corsair,Vengeance LED 32 GB,DDR4-3466,4 x 8GB,,Black / Red,9.233,16,
Corsair,Vengeance RGB 128 GB,DDR4-3800,8 x 16GB,,Black,10,19,
GeIL,EVO POTENZA 16 GB,DDR4-2666,2 x 8GB,,Red,14.254,19,
Crucial,Ballistix Sport LT 64 GB,DDR4-3200,4 x 16GB,,Silver / Black,10,16,
Crucial,Ballistix Sport LT 64 GB,DDR4-3000,4 x 16GB,,Silver / Black,10,15,
Patriot,Viper 3 Low Profile Blue 32 GB,DDR3-2133,4 x 8GB,,Black / Blue,10.314,11,
Corsair,Vengeance Pro 8 GB,DDR3-2133,2 x 4GB,,Black / Red,7.501,8,
Corsair,Vengeance LPX 16 GB,DDR4-3333,2 x 8GB,,Black / Yellow,9.601,16,
Avexir,Tesla ROG 32 GB,DDR4-2666,4 x 8GB,,Black / Red,11.253,15,
Avexir,Raiden 16 GB,DDR4-3000,2 x 8GB,,Black / Green,10.667,16,
Team,T-FORCE DARK Z 32 GB,DDR4-2666,2 x 16GB,3.750,Silver / Black,11.253,15,119.99
Team,Elite 2 GB,DDR3-1333,1 x 2GB,,Green / Black,13.503,9,
Crucial,Ballistix Tactical Tracer 16 GB,DDR4-3000,1 x 16GB,,Silver / Black,10.667,16,
Crucial,CT8G3ERSLD41339 8 GB,DDR3-1333,1 x 8GB,3.625,Green,13.503,9,29.00
Mushkin,PROLINE 8 GB,DDR3-1333,1 x 8GB,3.505,Silver,13.503,9,28.04
G.Skill,FORTIS 16 GB,DDR4-2400,2 x 8GB,11.188,Black / Red,13.333,16,179.00
G.Skill,Ripjaws V Series 32 GB,DDR4-3200,4 x 8GB,7.469,Black,10,16,239.00
Patriot,Viper LED 16 GB,DDR4-2400,2 x 8GB,14.987,Black / Red,11.667,14,239.79
Samsung,M393B2G70BH0-YH9 16 GB,DDR3-1333,1 x 16GB,2.937,Black / Green,13.503,9,46.99
Patriot,Viper 3 8 GB,DDR3-2133,2 x 4GB,,Black / Silver,10.314,11,
G.Skill,Flare X 32 GB,DDR4-2400,2 x 16GB,3.593,Red,13.333,16,114.99
Corsair,Vengeance LED 32 GB,DDR4-3200,4 x 8GB,19.982,Black / Blue,10,16,639.41
G.Skill,Ripjaws Series 32 GB,DDR4-2400,4 x 8GB,4.536,Blue,12.5,15,145.14
Crucial,CT8G4VFS4213 8 GB,DDR4-2133,1 x 8GB,7.374,Black / Green,14.065,15,58.99
Kingston,KTH-PL426/16G 16 GB,DDR4-2666,1 x 16GB,5.525,Green / Black,14.254,19,88.40
Mushkin,Blackline 16 GB,DDR3-2133,2 x 8GB,4.829,Black / White,10.314,11,77.26
Mushkin,Blackline 8 GB,DDR4-2400,2 x 4GB,7.374,Black / Silver,12.5,15,58.99
Corsair,Vengeance LPX 16 GB,DDR4-2400,4 x 4GB,,Black / Yellow,12.5,15,
Corsair,Vengeance Pro 16 GB,DDR3-1600,2 x 8GB,9.938,Black / Blue,11.25,9,159.00
Crucial,CT102472BD160B 8 GB,DDR3-1600,1 x 8GB,5.969,Black / Green,13.75,11,47.75
Corsair,Vengeance LED 64 GB,DDR4-3000,4 x 16GB,,Black / White,10,15,
G.Skill,AEGIS 4 GB,DDR3-1600,1 x 4GB,20.000,,13.75,11,80.00
G.Skill,Sniper X 64 GB,DDR4-3200,4 x 16GB,3.906,Black / Camo,10,16,249.99
Kingston,KVR1333D3D4R9SK2/16G 16 GB,DDR3-1333,2 x 8GB,4.997,Green,13.503,9,79.95
Patriot,Signature Line 8 GB,DDR3-1333,2 x 4GB,9.488,Blue / Silver,13.503,9,75.90
Mushkin,Enhanced Redline 16 GB,DDR4-2800,2 x 8GB,4.561,Red,12.143,17,72.98
Crucial,CT8G4RFS4266 8 GB,DDR4-2666,1 x 8GB,6.875,Green / Black,14.254,19,55.00
G.Skill,Ripjaws Series 4 GB,DDR3-1333,2 x 2GB,6.945,Black / Red,13.503,9,27.78
Patriot,PSD34G1333K 4 GB,DDR3-1333,2 x 2GB,10.845,Green,13.503,9,43.38
Corsair,Vengeance LED 32 GB,DDR4-3600,2 x 16GB,,Black / White,10,18,
Corsair,Dominator Platinum 16 GB,DDR4-4000,2 x 8GB,,Black / Silver,9.5,19,
G.Skill,Trident X 16 GB,DDR3-2666,2 x 8GB,,Black / Red,8.252,11,
Crucial,Sport LT 8 GB,DDR4-2666,1 x 8GB,16.689,White / Silver,12.003,16,133.51
Team,T-Force Delta RGB 32 GB,DDR4-2400,2 x 16GB,,Black,12.5,15,
Team,Vulcan 16 GB,DDR4-2400,1 x 16GB,,Black / Gray,12.5,15,
Team,Vulcan 32 GB,DDR4-2400,2 x 16GB,,Black / Gray,12.5,15,
Crucial,Ballistix Sport LT 32 GB,DDR4-3200,4 x 8GB,,Red / Black,10,16,
Team,Elite 32 GB,DDR4-2400,4 x 8GB,,Black,13.333,16,
Corsair,DOMINATOR Platinum 16 GB,DDR4-2800,4 x 4GB,,Black / Silver,10.714,15,
Crucial,CT4K8G4DFD8213 32 GB,DDR4-2133,4 x 8GB,,Black / Green,14.065,15,
Corsair,XMS3 6 GB,DDR3-1333,3 x 2GB,,Black / White,13.503,9,
Patriot,Signature Line 8 GB,DDR4-2400,1 x 8GB,,Green / Black,14.167,17,
GeIL,EVO POTENZA 8 GB,DDR4-2133,2 x 4GB,,Black,14.065,15,
Team,T-Force DARK 64 GB,DDR4-3000,4 x 16GB,,Silver / Black,10.667,16,
OLOy,MD4U163216CGSA 16 GB,DDR4-3200,1 x 16GB,,Black,10,16,
Team,T-Force Vulcan 32 GB,DDR4-3000,4 x 8GB,,Red / Black,10.667,16,
OLOy,WarHawk RGB 32 GB,DDR4-3000,2 x 16GB,,Blue / White,10.667,16,
Patriot,Viper II Sector 5 Edition 4 GB,DDR3-2500,2 x 2GB,,Black / Red,7.2,9,
Kingston,HyperX 8 GB,DDR3-1600,4 x 2GB,,Blue / White,10,8,
OCZ,Gold 6 GB,DDR3-1600,3 x 2GB,,Black / Gold,10,8,
ADATA,Gaming Series 4 GB,DDR3-1600,2 x 2GB,,Black,11.25,9,
G.Skill,Ripjaws Series 8 GB,DDR3-1333,2 x 4GB,,Black / Red,10.503,7,
Kingston,KVR1333D3N9K3/12G 12 GB,DDR3-1333,3 x 4GB,,Green,13.503,9,
Corsair,XMS3 12 GB,DDR3-2000,3 x 4GB,,Black / White,9,9,
Team,Elite Plus 16 GB,DDR4-2400,2 x 8GB,,Red / Black,13.333,16,
Team,T-Force DARK 16 GB,DDR4-2666,2 x 8GB,,Gray / Black,11.253,15,
Corsair,Dominator Platinum 16 GB,DDR4-3733,2 x 8GB,,Silver / Black,9.108,17,
Kingston,HyperX 24 GB,DDR3-1600,6 x 4GB,,Blue / Silver,11.25,9,
ADATA,XPG Z1 32 GB,DDR4-2400,4 x 8GB,,Red / Black,13.333,16,
Kingston,Savage 32 GB,DDR3-2133,4 x 8GB,,Black / Red,10.314,11,
Kingston,Savage 16 GB,DDR3-1866,2 x 8GB,,Black / Red,9.646,9,
Kingston,Predator 8 GB,DDR3-2400,2 x 4GB,,Black / Blue,9.167,11,
OLOy,MD4MU081G83016NI 8 GB,DDR4-3000,1 x 8GB,,White / Gray,10.667,16,
OLOy,MD4U082417BBSA 8 GB,DDR4-2400,1 x 8GB,,Red / Black,14.167,17,
Team,Zeus Red 8 GB,DDR3-1600,2 x 4GB,,Red,11.25,9,
Corsair,Vengeance 8 GB,DDR3-1600,2 x 4GB,,Black / Red,11.25,9,
Patriot,Extreme Performance 32 GB,DDR4-2133,4 x 8GB,,Black / White,14.065,15,
Crucial,Ballistix Tactical 16 GB,DDR3-1866,2 x 8GB,,Black / Yellow,9.646,9,
Wintec,Value 4 GB,DDR3-1333,1 x 4GB,,Green,13.503,9,
Team,Elite Plus 8 GB,DDR4-2133,2 x 4GB,,Black / Gold,14.065,15,
Team,Elite 4 GB,DDR4-2400,1 x 4GB,,Black / Green,12.5,15,
G.Skill,Ripjaws 4 series 32 GB,DDR4-2800,4 x 8GB,,Black,11.429,16,
Crucial,Ballistix Elite 32 GB,DDR4-2666,4 x 8GB,,Black,12.003,16,
Team,T-FORCE VULCAN Z 4 GB,DDR4-2666,1 x 4GB,,Red,13.503,18,
G.Skill,Ripjaws X Series 32 GB,DDR3-1333,4 x 8GB,,Black / Red,13.503,9,
Crucial,Ballistix Tactical Tracer 16 GB,DDR3-1600,2 x 8GB,,Black / Silver,10,8,
Klevv,Neo 8 GB,DDR3-2133,2 x 4GB,,Silver,9.376,10,
Mushkin,Stealth 8 GB,DDR3-1600,1 x 8GB,6.499,Black / Yellow,11.25,9,51.99
G.Skill,Ares Series 8 GB,DDR3-1333,2 x 4GB,7.147,Black / Orange,13.503,9,57.18
Team,Dark 8 GB,DDR3-1600,1 x 8GB,,Blue,11.25,9,
G.Skill,Ares Series 32 GB,DDR3-1866,4 x 8GB,,Black / Blue,10.718,10,
Kingston,HyperX 4 GB,DDR3-1866,1 x 4GB,,Blue / Silver,9.646,9,
Kingston,KVR1333D3N9HK4/16G 16 GB,DDR3-1333,4 x 4GB,,Green,13.503,9,
G.Skill,Ripjaws Z Series 8 GB,DDR3-2400,2 x 4GB,,Black / Blue,8.333,10,
Corsair,XMS 32 GB,DDR3-1333,4 x 8GB,,Black / Blue,13.503,9,
Corsair,Vengeance LPX 32 GB,DDR4-3000,4 x 8GB,,Red,10,15,
G.Skill,Ripjaws 4 Series 128 GB,DDR4-2400,8 x 16GB,,Black,11.667,14,
G.Skill,Trident X 16 GB,DDR3-2600,2 x 8GB,,,8.462,11,
Corsair,Vengeance 16 GB,DDR3-2133,2 x 8GB,,Black / Silver,9.376,10,
ADATA,XPG GAMMIX D10 64 GB,DDR4-2400,4 x 16GB,,Black / White,13.333,16,
ADATA,XPG GAMMIX D10 16 GB,DDR4-2666,1 x 16GB,,Black / White,12.003,16,
ADATA,XPG GAMMIX D10 4 GB,DDR4-3000,1 x 4GB,,Black / White,10.667,16,
ADATA,XPG GAMMIX D10 16 GB,DDR4-3000,1 x 16GB,,Red / White,10.667,16,
G.Skill,Sniper Gaming Series 32 GB,DDR3-1866,4 x 8GB,,Black / Red,10.718,10,
Corsair,Vengeance 64 GB,DDR3-1600,8 x 8GB,,Black / Silver,11.25,9,
Crucial,Ballistix Tactical Tracer 8 GB,DDR4-2666,1 x 8GB,,Silver / Black,12.003,16,
Patriot,Viper 3 32 GB,DDR3-1600,4 x 8GB,,Black / Silver,11.25,9,
Patriot,"Intel Extreme Master, Limited Ed 32 GB",DDR3-1866,4 x 8GB,,Black / Blue,10.718,10,
Corsair,Vengeance LPX 32 GB,DDR4-3866,4 x 8GB,,,9.312,18,
Corsair,Dominator Platinum 32 GB,DDR4-3466,2 x 16GB,,Black / Silver,9.233,16,
PNY,Anarchy 16 GB,DDR4-2133,2 x 8GB,,Black / Red,14.065,15,
PNY,Anarchy X 16 GB,DDR3-2666,2 x 8GB,,Black / Red,9.002,12,
Corsair,Vengeance Pro 8 GB,DDR3-1600,2 x 4GB,14.919,Black / Silver,13.75,11,119.35
Kingston,XMP 10th Anniversary Series 8 GB,DDR3-1600,2 x 4GB,24.997,Gray / Silver,11.25,9,199.98
Patriot,PSD416G2133K 16 GB,DDR4-2133,2 x 8GB,,Green,14.065,15,
Corsair,Dominator Platinum 8 GB,DDR4-2666,2 x 4GB,,Black / Silver,11.253,15,
Kingston,Savage 8 GB,DDR4-2133,1 x 8GB,,Black / White,12.189,13,
Team,Dark 16 GB,DDR4-3000,2 x 8GB,,Black / White,10,15,
Kingston,Savage 32 GB,DDR4-2400,4 x 8GB,,Black / White,10,12,
GeIL,Dragon RAM 16 GB,DDR4-2800,2 x 8GB,,White / Gold,11.429,16,
G.Skill,Trident Z 16 GB,DDR4-3200,4 x 4GB,,Red / Silver,10,16,
Team,T-Force Delta RGB 4 GB,DDR4-2666,1 x 4GB,,White,11.253,15,
Team,T-Force Delta RGB 8 GB,DDR4-2666,2 x 4GB,,White,11.253,15,
G.Skill,Trident Z RGB 16 GB,DDR4-3466,2 x 8GB,,Black,10.387,18,
GeIL,EVO POTENZA 8 GB,DDR4-3000,2 x 4GB,,Black / Red,10,15,
GeIL,EVO POTENZA 16 GB,DDR4-2400,2 x 8GB,,Black / Red,12.5,15,
Mushkin,Stealth 8 GB,DDR3-1600,2 x 4GB,6.749,Black / Gold,11.25,9,53.99
Mushkin,Enhanced Essentials 64 GB,DDR4-2666,2 x 32GB,,Green / Black,14.254,19,
OLOy,WarHawk RGB 32 GB,DDR4-3000,4 x 8GB,,Black / Silver,10.667,16,
Patriot,Viper Elite 16 GB,DDR4-2400,2 x 8GB,,Silver / Blue,12.5,15,
Corsair,Vengeance Pro 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
G.Skill,Ripjaws V Series 32 GB,DDR4-3333,2 x 16GB,,Red,9.601,16,
Mushkin,Essentials 16 GB,DDR4-2133,1 x 16GB,3.937,Black / Green,14.065,15,62.99
Avexir,Core Series 16 GB,DDR4-2666,2 x 8GB,,Black / Red,12.753,17,
Crucial,Ballistix Sport LT 64 GB,DDR4-2400,4 x 16GB,,Gray,13.333,16,
VisionTek,Black Label Series 4 GB,DDR3-1600,1 x 4GB,,Black,11.25,9,
Patriot,Viper Elite 16 GB,DDR4-2666,2 x 8GB,,Black / Red,11.253,15,
Team,NIGHT HAWK 32 GB,DDR4-3200,2 x 16GB,,Black / Red,10,16,
G.Skill,Sniper Series 8 GB,DDR3-1600,1 x 8GB,4.999,Black / Red,11.25,9,39.99
OLOy,WarHawk RGB 32 GB,DDR4-3600,2 x 16GB,,Red / White,10,18,
Corsair,Dominator Platinum 8 GB,DDR3-2800,2 x 4GB,,Black / Silver,6.429,9,
Crucial,Ballistix Sport LT 16 GB,DDR4-3000,1 x 16GB,,Red / Black,10,15,
Crucial,CT2KIT25664BA1339A 4 GB,DDR3-1333,2 x 2GB,,Black / Green,13.503,9,
GeIL,Green Series 8 GB,DDR3-1333,2 x 4GB,7.449,Black / Green,13.503,9,59.59
Corsair,Dominator Platinum 16 GB,DDR3-2933,4 x 4GB,,Black / Silver,6.137,9,
Team,T-Force / Night Hawk 16 GB,DDR4-3000,2 x 8GB,,Black / Red,10.667,16,
ADATA,XPG V1.0 8 GB,DDR3-1600,2 x 4GB,,Red / Silver,11.25,9,
ADATA,XPG V1.0 16 GB,DDR3-1600,2 x 8GB,,Red / White,13.75,11,
ADATA,AX4U3000316G16-DRG 32 GB,DDR4-3000,2 x 16GB,,Red / White,10.667,16,
ADATA,XPG GAMMIX D10 8 GB,DDR4-3000,2 x 4GB,,Red / White,10.667,16,
Corsair,Vengeance RGB 32 GB,DDR4-3300,4 x 8GB,,White,9.697,16,
G.Skill,Trident Z 16 GB,DDR4-4500,2 x 8GB,,Silver / White,8.444,19,
GeIL,EVO FORZA 8 GB,DDR4-2666,2 x 4GB,,Red / Black,12.003,16,
Corsair,Vengeance Pro 16 GB,DDR3-2666,2 x 8GB,,Black / Red,8.252,11,
ADATA,AX4U2400316G16-DRG 32 GB,DDR4-2400,2 x 16GB,,Red / White,13.333,16,
Avexir,Blitz 1.1 8 GB,DDR3-3200,2 x 4GB,,Black / Red,8.125,13,
Avexir,Blitz 16 GB,DDR4-3200,4 x 4GB,,Black / Red,10,16,
Team,T-Force Vulcan 8 GB,DDR4-3200,2 x 4GB,,Black / Silver,10,16,
Patriot,Viper Elite 16 GB,DDR4-3000,2 x 8GB,,Black / Blue,10.667,16,
Mushkin,Blackline 32 GB,DDR3-1600,4 x 8GB,,Black,11.25,9,
Crucial,Ballistix Elite 16 GB,DDR4-3200,2 x 8GB,,Black,9.375,15,
Kingston,KVR18R13D4/16 16 GB,DDR3-1866,1 x 16GB,3.033,Blue,13.934,13,48.53
G.Skill,Ares Series 16 GB,DDR3-2133,4 x 4GB,7.968,Black / Blue,8.439,9,127.49
Corsair,Dominator Platinum SE 32 GB,DDR4-3200,4 x 8GB,,Blue / Orange,8.75,14,
Kingston,HyperX Fury White 4 GB,DDR3-1600,1 x 4GB,5.395,White / Silver,12.5,10,21.58
Crucial,CT16G4RFD4213 16 GB,DDR4-2133,1 x 16GB,5.061,Black / Green,14.065,15,80.98
Kingston,KTH-PL426S8/8G 8 GB,DDR4-2666,1 x 8GB,6.259,Green / Black,14.254,19,50.07
Corsair,Dominator Platinum 16 GB,DDR3-2400,2 x 8GB,,Black / Silver,9.167,11,
G.Skill,Flare X 64 GB,DDR4-2400,8 x 8GB,,Black,12.5,15,
Mushkin,992082 32 GB,DDR3-1333,1 x 32GB,3.593,Silver,13.503,9,114.99
G.Skill,Ripjaws V Series 64 GB,DDR4-3200,4 x 16GB,5.078,Red,9.375,15,324.99
Kingston,KCP313NS8/4 4 GB,DDR3-1333,1 x 4GB,6.130,Black / Green,13.503,9,24.52
Team,Vulcan 8 GB,DDR4-2400,2 x 4GB,,Black / Gray,11.667,14,
Crucial,Ballistix Sport LT 32 GB,DDR4-3000,4 x 8GB,,Silver / Black,10.667,16,
ADATA,XPG GAMMIX D10 16 GB,DDR4-2666,2 x 8GB,25.808,Black / White,12.003,16,412.93
G.Skill,Sniper X 32 GB,DDR4-3600,4 x 8GB,,Black / Camo,10.556,19,
Corsair,Vengeance RGB 64 GB,DDR4-3000,4 x 16GB,,Black,10.667,16,
Corsair,Vengeance LED 16 GB,DDR4-3333,2 x 8GB,,Black,9.601,16,
G.Skill,Ripjaws X Series 4 GB,DDR3-1333,2 x 2GB,10.998,Black / Red,13.503,9,43.99
Samsung,M393B1G70QH0-CMA08 8 GB,DDR3-1866,1 x 8GB,5.322,Black / Green,13.934,13,42.58
G.Skill,Trident Z Royal 32 GB,DDR4-3000,4 x 8GB,8.750,Silver,10.667,16,279.99
Corsair,Vengeance LPX 16 GB,DDR4-2133,4 x 4GB,14.249,Black / Blue,14.065,15,227.99
Kingston,KVR16E11S8/4HB 4 GB,DDR3-1600,1 x 4GB,20.820,Black / Green,13.75,11,83.28
Kingston,XMP Blu Red Series 16 GB,DDR3-1600,2 x 8GB,9.137,Red / Silver,12.5,10,146.19
Mushkin,Redline 8 GB,DDR4-2666,2 x 4GB,7.374,Red / Silver,11.253,15,58.99
Crucial,CT51272BA186DJ 4 GB,DDR3-1866,1 x 4GB,10.172,Black / Green,13.934,13,40.69
Crucial,CT4K8G4DFS8213 32 GB,DDR4-2133,4 x 8GB,5.906,Black / Green,14.065,15,188.99
G.Skill,AEGIS 16 GB,DDR3-1333,2 x 8GB,4.374,,13.503,9,69.99
G.Skill,AEGIS 8 GB,DDR3-1333,1 x 8GB,,,13.503,9,
ADATA,AX4U2400W4G16-DRG 8 GB,DDR4-2400,2 x 4GB,17.664,Red / White,13.333,16,141.31
G.Skill,Sniper X 64 GB,DDR4-2400,4 x 16GB,4.828,Black / Camo,14.167,17,308.99
G.Skill,Trident Z 32 GB,DDR4-3733,4 x 8GB,12.469,Silver / White,9.108,17,399.00
Kingston,HyperX Fury 32 GB,DDR4-2133,4 x 8GB,,White / Silver,13.127,14,
Kingston,HyperX Fury 32 GB,DDR4-2666,4 x 8GB,,Red / Silver,12.003,16,
G.Skill,Ripjaws Series 16 GB,DDR4-3000,4 x 4GB,,Red,10,15,
Corsair,Dominator 6 GB,DDR3-1600,3 x 2GB,,Black / Blue,8.75,7,
ADATA,XPG GAMMIX D30 32 GB,DDR4-3000,2 x 16GB,,Silver / Black,10.667,16,
ADATA,XPG SPECTRIX D41 32 GB,DDR4-3000,2 x 16GB,,Red / Black,10.667,16,
Corsair,Vengeance RGB 32 GB,DDR4-3000,4 x 8GB,,Black,10.667,16,
Team,T-Force Vulcan 32 GB,DDR4-2400,4 x 8GB,,Red / Black,11.667,14,
Team,T-Force Vulcan 32 GB,DDR4-3200,4 x 8GB,,Red / Black,10,16,
G.Skill,F3-10666CL8D-4GBHK 4 GB,DDR3-1333,2 x 2GB,12.225,Blue / Silver,12.003,8,48.90
GeIL,Value PLUS 4 GB,DDR3-1600,1 x 4GB,,Black / Silver,11.25,9,
OCZ,Reaper HPC 4 GB,DDR3-2133,2 x 2GB,,Black / Silver,8.439,9,
Kingston,HyperX 4 GB,DDR3-1600,2 x 2GB,31.122,Blue / Silver,8.75,7,124.49
G.Skill,Ripjaws Series 8 GB,DDR3-1600,4 x 2GB,,Black / Red,11.25,9,
Kingston,HyperX 1 GB,DDR3-1800,1 x 1GB,,Blue / Silver,10,9,
G.Skill,Ripjaws 4 series 32 GB,DDR4-3000,4 x 8GB,,Black,10,15,
Kingston,Beast 16 GB,DDR3-2133,2 x 8GB,,Black,10.314,11,
Kingston,Beast 8 GB,DDR3-2400,2 x 4GB,,Black,9.167,11,
OLOy,MD4U083015BASA 8 GB,DDR4-3000,1 x 8GB,,White / Gray,10,15,
Team,Elite Plus 8 GB,DDR3-1333,2 x 4GB,,Black / Gold,13.503,9,
G.Skill,Ripjaws 4 series 32 GB,DDR4-2400,4 x 8GB,,Black / Red,12.5,15,
G.Skill,Ripjaws 4 series 16 GB,DDR4-2400,4 x 4GB,,Black / Red,12.5,15,
Corsair,Vengeance 8 GB,DDR3-1600,2 x 4GB,,Black / White,11.25,9,
Patriot,Viper Elite 16 GB,DDR4-2400,2 x 8GB,,Silver / Red,12.5,15,
Corsair,Dominator Platinum 32 GB,DDR4-3866,4 x 8GB,,,9.312,18,
Kingston,KVR16LE11K4/32I 32 GB,DDR3-1600,4 x 8GB,13.821,Black / Green,13.75,11,442.28
Corsair,Vengeance LPX 16 GB,DDR4-2666,4 x 4GB,,Red,11.253,15,
Team,Elite Plus 8 GB,DDR4-2133,1 x 8GB,,Black / Gold,14.065,15,
OCZ,Gold 4 GB,DDR3-1600,2 x 2GB,,Black / Gold,10,8,
OLOy,MD4U3230161DHMQA 128 GB,DDR4-3000,4 x 32GB,,Multicolor,10.667,16,
Corsair,Dominator Platinum 32 GB,DDR4-2800,4 x 8GB,,Black / Silver,10.714,15,
Crucial,CT102464BA1339 8 GB,DDR3-1333,1 x 8GB,,Green,13.503,9,
G.Skill,Ripjaws Z Series 16 GB,DDR3-1866,4 x 4GB,,Black / Red,9.646,9,
AMD,Entertainment Edition 4 GB,DDR3-1333,1 x 4GB,,Black / Red,13.503,9,
Patriot,G2 Series 16 GB,DDR3-1600,4 x 4GB,,Black / Blue,11.25,9,
Kingston,KVR21N15/8 8 GB,DDR4-2133,1 x 8GB,,Black / Green,14.065,15,
Klevv,Cras 16 GB,DDR4-2800,4 x 4GB,,Black / Silver,11.429,16,
Klevv,Urbane 16 GB,DDR3-2666,2 x 8GB,,Silver,9.002,12,
G.Skill,Sniper Series 8 GB,DDR3-2133,2 x 4GB,,Black / Red,10.314,11,
G.Skill,Ripjaws Z Series 32 GB,DDR3-1866,4 x 8GB,,Black / Red,10.718,10,
OLOy,MD4U163016BASA 16 GB,DDR4-3000,1 x 16GB,,White / Silver,10.667,16,
Corsair,Vengeance LPX 32 GB,DDR4-2400,4 x 8GB,,Blue,11.667,14,
Crucial,Ballistix Elite 8 GB,DDR4-3200,1 x 8GB,,Black,9.375,15,
Corsair,Vengeance LP 4 GB,DDR3-1600,1 x 4GB,,Black / Yellow,8.75,7,
Kingston,KVR16R11S8K4/16 16 GB,DDR3-1600,4 x 4GB,16.392,Black / Green,13.75,11,262.27
G.Skill,Ares Series 8 GB,DDR3-2133,2 x 4GB,,Black / Orange,10.314,11,
G.Skill,Ares Series 16 GB,DDR3-1333,2 x 8GB,8.305,Black / Orange,13.503,9,132.88
Team,Vulcan 8 GB,DDR3-1600,2 x 4GB,,Orange,11.25,9,
Crucial,Ballistix Tactical Tracer 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,10,8,
EVGA,SSC 16 GB,DDR3-2133,2 x 8GB,,Black,10.314,11,
